Unnamed: 0,FileName,PortionType,FoodCode,Main Food description,Portion,Multiplier,Rank,PortionCode,PortionSubCode,Link,GPTFoodDescription,GPTFoodCode,retrieval_score_avg,retrieval_score_top1,retrieval_score_spread,LabelAmount,LabelUnit,PortionShot,GPTPortionDescription,GPTPortionReason,GPTPortionAmount,GPTPortionAmountReason,BaseUnit,Portion weight (g),CalculatedWeight,CalculatedWeightGPT,Energy (kcal),Energy (kcal)_GPT,Protein (g),Protein (g)_GPT,Carbohydrate (g),Carbohydrate (g)_GPT,Total Fat (g),Total Fat (g)_GPT
558,100609101.png,median,52102040,"Biscuit, from refrigerated dough",1 biscuit,0.5,258,63924,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100609101.png,Appears to be a small baked pastry — likely a buttered roll/biscuit or scone (egg‑washed top).,['52105100'],1.123705298701922,0.8837850689888,0.0928738082363648,1.0,biscuit,"1 biscuit ,3/4 biscuit ,1/2 biscuit ,1/4 biscuit",1 biscuit,,1,,biscuit,45.0,45.0,45.0,145.8,145.8,3.0555000000000003,3.0555000000000003,22.0725,22.0725,5.049,5.049
560,073002408.png,largest,72201100,"Broccoli, raw",2 cups,2.0,259,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073002408.png,Appears to be broccoli florets — likely steamed or blanched broccoli served on a plate.,['72201220'],1.0658145760496458,0.8599907159805298,0.0906392008070625,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 piece",1-1/2 cups,,2,,cup,90.0,180.0,180.0,70.2,70.2,4.6259999999999994,4.6259999999999994,11.286,11.286,0.612,0.612
561,073002404.png,median,72201100,"Broccoli, raw",1 cup,1.0,259,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073002404.png,Appears to be broccoli florets — likely cooked (steamed or boiled) broccoli.,['72201220'],1.0401934971412024,0.8309735059738159,0.0967400277383705,1.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 piece",3/4 cup,,1,,cup,90.0,90.0,90.0,35.1,35.1,2.3129999999999997,2.3129999999999997,5.643,5.643,0.306,0.306
562,073002401.png,smallest,72201100,"Broccoli, raw",1/4 cup,0.25,259,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073002401.png,"Appears to be broccoli florets — likely steamed or boiled, served on a white plate.",['75330050'],1.0449073433876035,0.8643695116043091,0.0943412581773907,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 piece",1/4 cup,,0.25,,cup,90.0,22.5,22.5,8.775,8.775,0.5782499999999999,0.5782499999999999,1.41075,1.41075,0.0765,0.0765
566,092807189.png,largest,54304000,"Crackers, cheese",2 cups,2.0,262,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092807189.png,"Likely a cheese-flavored puffed corn snack — e.g., Cheetos/cheese puffs or similar orange-coated crunchy corn sticks.",['54401081'],0.9633556003371876,0.7287867069244385,0.0733530204958111,2.0,cup,"1 bag ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 cracker ,1 sandwich",3/4 cup,,0.5,,cup,50.0,100.0,25.0,489.0,122.25,10.93,2.7325,59.42,14.855,22.74,5.6850000000000005
567,072302248.png,median,54304000,"Crackers, cheese",1 cracker,1.0,262,60615,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302248.png,"Likely a small orange cheese cube — appears to be mild cheddar or processed American-style cheese. Could also possibly be a carrot/sweet-potato cube, but the smooth texture suggests cheese.","['14104100', '14410110', '14410500']",1.0774513696630796,0.9530618786811828,0.0572794595424732,1.0,cracker,"1 bag ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 cracker ,1 sandwich",1 cracker,,1,,cracker,3.0,3.0,3.0,14.67,14.67,0.3279,0.3279,1.7826,1.7826,0.6822,0.6822
568,072302239.png,smallest,54304000,"Crackers, cheese",1/4 cup,0.25,262,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302239.png,"Appears to be small square cheddar cheese crackers — Cheez-It–style baked cheese crackers, likely cheddar-flavored.",['54304005'],0.976238125562668,0.824536144733429,0.0600058578689263,0.25,cup,"1 bag ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 cracker ,1 sandwich",1/4 cup,,0.02,,cup,50.0,12.5,1.0,61.125,4.89,1.36625,0.1093,7.4275,0.5942000000000001,2.8425,0.2274
578,100907127.png,largest,91301080,Chocolate syrup,3 tablespoons,3.0,267,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100907127.png,"Likely small dark chocolate discs (baking callets/pistoles) — flat chocolate pieces used for melting or baking, placed in measuring spoons.",['91705200'],1.1447839915752411,1.0382013320922852,0.0432030011815917,3.0,tablespoon,"1 tablespoon ,2 tablespoons ,3 tablespoons ,1/4 cup ,1/3 cup ,1/2 cup",,,3,,tablespoon,20.0,60.0,60.0,161.4,161.4,0.0,0.0,40.32599999999999,40.32599999999999,0.0,0.0
579,113098b.png,median,91301080,Chocolate syrup,1/3 cup,0.333,267,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113098b.png,Appears to be a white measuring scoop filled with a dark brown powder — likely ground coffee (or possibly cocoa powder).,['11830150'],1.052989622950554,0.896261990070343,0.0611668101838074,0.3333333333333333,cup,"1 tablespoon ,2 tablespoons ,3 tablespoons ,1/4 cup ,1/3 cup ,1/2 cup",1/4 cup,,,,cup,320.0,106.66666666666666,,286.93333333333334,,0.0,,71.69066666666666,,0.0,
580,113091b.png,smallest,91301080,Chocolate syrup,1 tablespoon,0.0625,267,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113091b.png,Appears to be a spoonful of a red tomato-based condiment — likely ketchup (or possibly tomato paste/smooth chili sauce).,['74401010'],1.1201159805059433,0.9062087535858154,0.0631102769924143,1.0,tablespoon,"1 tablespoon ,2 tablespoons ,3 tablespoons ,1/4 cup ,1/3 cup ,1/2 cup",1 tablespoon,,1,,tablespoon,20.0,20.0,20.0,53.8,53.8,0.0,0.0,13.441999999999998,13.441999999999998,0.0,0.0
581,073108403.png,largest,14108400,"Cheese, Provolone",1 slice,2.5,268,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073108403.png,Likely a single slice of processed (American-style) cheese — though it could possibly be a small rectangular pat of butter.,['14410110'],1.0634344721833864,0.9310704469680786,0.0710388106130644,1.0,slice,"1 slice ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1 slice,,1,,slice,21.0,21.0,21.0,73.71000000000001,73.71000000000001,5.3717999999999995,5.3717999999999995,0.4494000000000001,0.4494000000000001,5.5902,5.5902
582,091002406.png,median,14108400,"Cheese, Provolone",3/4 cup,0.75,268,10066,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091002406.png,Likely cubed mild cheddar cheese (or possibly processed American cheese) — small orange cheese cubes.,['14104100'],1.0532989462216695,0.9510619640350342,0.0567165490582966,0.75,cup,"1 slice ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1/8 cup,,,,cup,132.0,99.0,,347.49,,25.3242,,2.1186000000000003,,26.353800000000003,
583,081108411.png,smallest,14108400,"Cheese, Provolone",1/8 cup,0.107007576,268,10066,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081108411.png,Appears to be a small pile of grated cheese — likely grated Parmesan (could also be finely shredded mild cheddar or mozzarella).,['14108010'],1.152437652647495,0.9312224984169006,0.0953965520053432,0.125,cup,"1 slice ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1/8 cup,,0.125,,cup,132.0,16.5,16.5,57.915,57.915,4.2207,4.2207,0.3531,0.3531,4.3923000000000005,4.3923000000000005
584,080602508.png,largest,75205023,"Green beans, canned, cooked, no added fat",2 cups,2.0,269,10029,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602508.png,"Appears to be green beans (possibly haricots verts), likely steamed or blanched.",['75205021'],0.9210301086306572,0.8137753009796143,0.046955625118621,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 piece ,2 pieces ,3 pieces ,4 pieces ,5 pieces ,6 pieces",1-1/4 cups,,2,,cup,140.0,280.0,280.0,67.2,67.2,2.912,2.912,11.508000000000004,11.508000000000004,1.092,1.092
585,080602502.png,median,75205023,"Green beans, canned, cooked, no added fat",1/2 cup,0.5,269,10029,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602502.png,"Appears to be green beans (string beans), likely the thin “haricots verts” variety — probably steamed or blanched/plain (no visible sauce or seasoning).",['75205021'],0.870806401471297,0.7385676503181458,0.0655751964885687,0.5,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 piece ,2 pieces ,3 pieces ,4 pieces ,5 pieces ,6 pieces",1/4 cup,,0.25,,cup,140.0,70.0,35.0,16.8,8.4,0.728,0.364,2.8770000000000007,1.4385000000000003,0.273,0.1365
595,072302126.png,smallest,54338000,"Crackers, wheat",1/4 cup,0.25,272,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302126.png,"Likely plain saltine (soda) crackers — small square, lightly toasted/plain crackers (could also be a similar matzo-style cracker).",['54325000'],0.9776589944958688,0.8521752953529358,0.0661058556731861,0.25,cup,"1 cracker ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups ,1 cookie",,,0.08,,cup,50.0,12.5,4.0,55.125,17.64,1.1175,0.3576,8.7675,2.8056,1.9075,0.6104
601,091410109.png,smallest,58106550,"Pizza with pepperoni, from restaurant or fast food, thin crust",1 piece,0.0156,274,61389,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091410109.png,Appears to be a slice of plain cheese pizza — likely a thin-crust/New York–style cheese slice.,['58109015'],0.9389326050877572,0.7837041020393372,0.0755619405866207,1.0,piece,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1 pastry ,1/2 personal size pizza ,3/4 personal size pizza ,1/4 personal size pizza",1 piece,,1,,piece,91.0,91.0,91.0,301.21,301.21,12.7491,12.7491,26.39,26.39,16.025100000000002,16.025100000000002
603,082609110.png,median,13120500,"Ice cream sandwich, vanilla",3/4 sandwich,0.75,275,61854,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/082609110.png,Appears to be a small rectangular chocolate‑coated ice cream bar — likely a vanilla ice cream center (a commercial chocolate‑coated novelty/ice‑cream sandwich style).,['13120100'],0.8625826497872671,0.7258150577545166,0.0613002052776133,0.75,sandwich,"1 bar ,3/4 bar ,1/2 bar ,1/4 bar ,1 sandwich ,3/4 sandwich ,1/2 sandwich ,1/4 sandwich",1 bar,,1,,sandwich,75.0,56.25,75.0,148.5,198.0,2.4075,3.21,20.1825,26.91,6.6375,8.85
604,082609112.png,smallest,13120500,"Ice cream sandwich, vanilla",1/4 sandwich,0.25,275,61854,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/082609112.png,Likely a small square chocolate item — appears to be a chocolate-covered biscuit/cookie or possibly a mini brownie/brownie bite.,['53209005'],1.0096343586842218,0.8323299288749695,0.1143566557607265,0.25,sandwich,"1 bar ,3/4 bar ,1/2 bar ,1/4 bar ,1 sandwich ,3/4 sandwich ,1/2 sandwich ,1/4 sandwich",,,1,,sandwich,75.0,18.75,75.0,49.5,198.0,0.8025,3.21,6.7275,26.91,2.2125,8.85
605,052109121.png,largest,51101050,"Bread, white, made from home recipe or purchased at a bakery",1 slice,19.643,277,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052109121.png,"Appears to be a single slice of white bread—likely plain sandwich bread (or a soft white/brioche‑style loaf), not heavily toasted.",['51101000'],0.9624706069628398,0.7906270027160645,0.0744084957832908,1.0,slice,"1 slice ,3/4 slice ,1/2 slice ,1/4 slice",1 slice,,1,,slice,20.0,20.0,20.0,54.4,54.4,2.026,2.026,10.052,10.052,0.688,0.688
606,052011105.png,median,51101050,"Bread, white, made from home recipe or purchased at a bakery",1 slice,3.375,277,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052011105.png,"Likely a single slice of white sandwich bread, lightly toasted (plain) on a plate.",['51101010'],0.9483456209301948,0.8196342587471008,0.0510739903637774,1.0,slice,"1 slice ,3/4 slice ,1/2 slice ,1/4 slice",1 slice,,1,,slice,20.0,20.0,20.0,54.4,54.4,2.026,2.026,10.052,10.052,0.688,0.688
607,050509127.png,smallest,51101050,"Bread, white, made from home recipe or purchased at a bakery",1 slice,0.125,277,63451,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/050509127.png,Appears to be a single slice of plain white sandwich bread (unt toasted).,['51101000'],0.9908407429854076,0.8613146543502808,0.0636556789976905,1.0,slice,"1 slice ,3/4 slice ,1/2 slice ,1/4 slice",1 slice,,1,,slice,20.0,20.0,20.0,54.4,54.4,2.026,2.026,10.052,10.052,0.688,0.688
614,113093b.png,largest,64401000,Vinegar,3 tablespoons,0.1875,285,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113093b.png,Likely a tomato-based condiment — appears to be ketchup (or possibly tomato paste/sauce) measured in three spoons.,['74401010'],1.0966020340720812,0.8817209005355835,0.0769856854816618,3.0,tablespoon,"1/2 teaspoon ,1 teaspoon ,2 teaspoons ,1 tablespoon ,2 tablespoons ,3 tablespoons",1 teaspoon,,3,,tablespoon,15.0,45.0,45.0,9.45,9.45,0.0,0.0,0.4185,0.4185,0.0,0.0
617,120909409.png,largest,82104000,Olive oil,3 tablespoons,3.0,287,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/120909409.png,Appears to be three measuring spoons filled with a pale creamy liquid — likely sweetened condensed milk or heavy cream (dairy).,['11220000'],1.0916614909966786,0.9086992740631104,0.0722503012828051,3.0,tablespoon,"1 teaspoon ,2 teaspoons ,1 tablespoon ,2 tablespoons ,3 tablespoons ,2-1/2 tablespoons ,1-1/2 tablespoons",3 tablespoons,,3,,tablespoon,14.0,42.0,42.0,378.0,378.0,0.0,0.0,0.0,0.0,42.0,42.0
618,120909411.png,median,82104000,Olive oil,1-1/2 tablespoons,1.5,287,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/120909411.png,Appears to be two measuring spoons containing white and pale-yellow powders — likely common baking ingredients such as all-purpose flour or powdered sugar (white) and cornstarch or fine cornmeal/powdered milk (pale-yellow).,['91101020'],1.1898077060778935,1.041020154953003,0.0611686046898397,1.5,tablespoon,"1 teaspoon ,2 teaspoons ,1 tablespoon ,2 tablespoons ,3 tablespoons ,2-1/2 tablespoons ,1-1/2 tablespoons",2 tablespoons,,2,,tablespoon,14.0,21.0,28.0,189.0,252.0,0.0,0.0,0.0,0.0,21.0,28.0
620,102109112.png,largest,75121000,"Pepper, hot chili, raw",1 cup,1.0,288,10036,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/102109112.png,"Likely diced green bell pepper (capsicum) — raw, finely chopped.",['75122100'],1.129752398530642,0.9367660880088806,0.0699837589898911,1.0,cup,"1 slice ,1/4 cup ,1 whole vegetable ,3/4 whole vegetable ,1/2 whole vegetable ,1/4 whole vegetable ,1/8 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1/2 cup,,0.25,,cup,150.0,150.0,37.5,51.0,12.75,2.085,0.52125,11.49,2.8725,0.6,0.15
623,020309403.png,largest,81102000,"Margarine, not further specified subcategory assigned",2 tablespoons,2.0,289,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/020309403.png,This does not appear to be food. It looks like three white spoons — likely plastic or ceramic Asian-style soup spoons or a nested set of measuring spoons — with no food visible.,['41601070'],1.140633827944597,0.9288569688796996,0.0629469177825157,2.0,tablespoon,"1 pat ,2 tablespoons ,1-1/2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon ,1/2 teaspoon",I can't help to analyze this image.,No food is visible—only empty spoons—so a portion size cannot be determined.,3,,tablespoon,14.0,28.0,42.0,162.12,243.18,0.0476,0.0714,0.2295999999999999,0.3444,18.2112,27.316800000000004
624,020309405.png,median,81102000,"Margarine, not further specified subcategory assigned",1 tablespoon,1.0,289,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/020309405.png,Appears to be a measuring spoon filled with a white powder — likely all-purpose flour (could also be powdered sugar or another fine white powder).,['91101020'],1.2232554420828818,0.8513661026954651,0.0836735071713644,1.0,tablespoon,"1 pat ,2 tablespoons ,1-1/2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon ,1/2 teaspoon",1 tablespoon,,1,,tablespoon,14.0,14.0,14.0,81.06,81.06,0.0238,0.0238,0.1147999999999999,0.1147999999999999,9.1056,9.1056
628,031009113.png,smallest,75510000,"Olives, not further specified subcategory assigned",1/8 cup,0.125,290,10192,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031009113.png,"Appears to be sliced black (ripe) olives — likely pitted, canned sliced olives commonly used as a pizza or salad topping.",['75510020'],1.184543394545714,0.9596340656280518,0.1258705729323931,0.125,cup,"1 medium ,1 olive ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,5/8 cup ,3/4 cup ,7/8 cup ,1 cup",1/8 cup,,0.09,,cup,135.0,16.875,12.15,19.575,14.094,0.14175,0.10206,1.01925,0.73386,1.839375,1.32435
629,101607217.png,largest,91746100,"Chocolate candy, candy shell",10 pieces,10.0,291,61667,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101607217.png,Likely a row of multi-colored candy-coated chocolates — probably plain M&M’s (milk chocolate) arranged on the plate.,['91746100'],1.043467715879281,0.8219521641731262,0.0827145313414289,10.0,piece,"5 pieces ,10 pieces ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,3/4 cup ,1 cup ,1 package",10 pieces,,11,,piece,2.0,20.0,22.0,98.4,108.24,0.866,0.9526,14.238,15.6618,4.226,4.6486
630,101607222.png,median,91746100,"Chocolate candy, candy shell",3/4 cup,0.75,291,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101607222.png,Appears to be candy‑coated chocolate pieces — likely plain milk chocolate M&M’s (or a similar multicolored sugar‑shell chocolate candy like Smarties).,['91746100'],0.9640115668376288,0.7313733100891113,0.0656259951471619,0.75,cup,"5 pieces ,10 pieces ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,3/4 cup ,1 cup ,1 package",,,0.5,,cup,160.0,120.0,80.0,590.4,393.6,5.196000000000001,3.464,85.428,56.952,25.356,16.904
631,092807103.png,smallest,91746100,"Chocolate candy, candy shell",1/8 cup,0.125,291,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092807103.png,"Likely candy-coated chocolate pieces (e.g., M&M’s/Smarties) — small sugar-shell coated milk chocolate candies.",['91746100'],0.9721885666251182,0.7755516767501831,0.0848504579090221,0.125,cup,"5 pieces ,10 pieces ,1/8 cup ,1/4 cup ,3/8 cup ,1/2 cup ,3/4 cup ,1 cup ,1 package",1/8 cup,,,,cup,160.0,20.0,,98.4,,0.866,,14.238,,4.226,
635,081302135.png,largest,71501010,"Potato, mashed, from fresh, made with milk",2 cups,2.0,295,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081302135.png,"Appears to be mashed root vegetable — likely mashed sweet potatoes (or mashed butternut squash). Smooth, slightly chunky texture and pale-orange color suggest boiled/roasted and mashed with butter/cream; could also possibly be mashed potatoes blended with cheddar cheese.",['73409000'],1.0741355021794636,0.8371901512145996,0.1094961482817704,2.0,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1 cup,,1,,cup,250.0,500.0,250.0,570.0,285.0,10.75,5.375,88.0,44.0,20.35,10.175
654,092810106.png,median,58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",3/4 piece,0.0938,304,62157,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092810106.png,"Appears to be a small slice of cheese pizza — likely a thin‑crust, plain/margherita‑style slice with melted mozzarella and light browning/seasoning.",['58106250'],0.8977296297748883,0.7258870005607605,0.085900931014549,0.75,piece,"1 pastry ,1/2 personal size pizza ,3/4 personal size pizza ,1/4 personal size pizza ,1 piece ,3/4 piece ,1/2 piece ,1/4 piece",1 piece,,1,,piece,138.0,103.5,138.0,289.8,386.4,11.9025,15.87,31.6917,42.25560000000001,12.78225,17.043
655,092810105.png,smallest,58106625,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",1 piece,0.0156,304,62157,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092810105.png,Appears to be a slice of pizza — likely a plain cheese pizza (a simple Margherita/cheese slice) with a golden-brown crust.,['58106225'],0.9406186069051424,0.800697922706604,0.0710612974484672,1.0,piece,"1 pastry ,1/2 personal size pizza ,3/4 personal size pizza ,1/4 personal size pizza ,1 piece ,3/4 piece ,1/2 piece ,1/4 piece",1 piece,,1,,piece,138.0,138.0,138.0,386.4,386.4,15.87,15.87,42.25560000000001,42.25560000000001,17.043,17.043
656,051110109.png,largest,52202060,"Cornbread, made from home recipe",1 piece,16.76,307,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/051110109.png,"Appears to be a wedge of pie — likely a baked custard-style pie such as pumpkin or sweet potato pie (golden, smooth top and dense interior).",['53347000'],1.0768716012438138,0.8684654235839844,0.0816778835935745,1.0,piece,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1 piece,,1,,piece,65.0,65.0,65.0,186.55,186.55,4.2575,4.2575,27.865499999999997,27.865499999999997,6.37,6.37
657,112409109.png,median,52202060,"Cornbread, made from home recipe",1 piece,4.0,307,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/112409109.png,Appears to be a small square piece of cake or pastry — likely a semolina cake (basbousa/revani) or a butter/pound cake based on the golden-brown top and lighter interior.,['53441210'],1.089677498737971,0.8366922736167908,0.0818707166208376,1.0,piece,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1 piece,,1,,piece,65.0,65.0,65.0,186.55,186.55,4.2575,4.2575,27.865499999999997,27.865499999999997,6.37,6.37
658,100609116.png,smallest,52202060,"Cornbread, made from home recipe",1/4 cup,0.25,307,10059,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100609116.png,Appears to be cubed cheddar cheese — likely mild or processed cheese cut into small bite-sized cubes.,['14104100'],1.088456566135089,0.9215900897979736,0.0659735581083807,0.25,cup,"1 piece ,3/4 piece ,1/2 piece ,1/4 piece ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.08,,cup,89.0,22.25,7.12,63.8575,20.4344,1.457375,0.46636,9.538575,3.052344,2.1805000000000003,0.6977600000000002
659,100909109.png,largest,75109550,"Cilantro, raw",2 cups,2.0,308,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100909109.png,"Likely chopped fresh cilantro (coriander leaves). Could possibly be flat‑leaf parsley, but the leaf shape and texture suggest cilantro.",['75109550'],1.3188742011785508,0.910571813583374,0.0991370500676435,2.0,cup,"1 piece ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/2 cup,,0.5,,cup,16.0,32.0,8.0,7.36,1.84,0.6816,0.1704,1.1744,0.2936,0.1664,0.0416
661,100909102.png,smallest,75109550,"Cilantro, raw",1/4 cup,0.25,308,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100909102.png,"Appears to be a small bunch of fresh cilantro (coriander leaves), possibly flat‑leaf parsley.",['75109550'],1.3036260828375816,0.9088432192802428,0.1077946210343148,0.25,cup,"1 piece ,1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1-1/4 cups ,1-1/2 cups ,1-3/4 cups ,2 cups",1/4 cup,,0.25,,cup,16.0,4.0,4.0,0.92,0.92,0.0852,0.0852,0.1468,0.1468,0.0208,0.0208
664,113091a.png,smallest,91361010,Sweet and sour sauce,1 tablespoon,0.0625,309,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113091a.png,Likely yellow mustard — could also be a cheese or hollandaise-style yellow sauce based on color and texture.,['75506010'],1.1600809380412105,0.9435457587242126,0.0982144494496403,1.0,tablespoon,"1 tablespoon ,2 tablespoons ,3 tablespoons ,1/4 cup ,1/3 cup ,1/2 cup",1 tablespoon,,1,,tablespoon,16.0,16.0,16.0,24.64,24.64,0.0432,0.0432,6.1152,6.1152,0.0032,0.0032
674,031809114.png,largest,24208500,"Turkey bacon, cooked",1 slice,3.0,314,62314,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031809114.png,Appears to be a single strip of cooked bacon (likely American-style smoked/cured pork bacon).,['22601000'],1.1016765067974723,0.9260202050209044,0.0783955143297617,1.0,slice,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1 slice ,2 slices ,3 slices",1 slice,,1,,slice,11.0,11.0,11.0,40.48,40.48,3.245,3.245,0.4664,0.4664,2.8457,2.8457
675,040309104.png,median,24208500,"Turkey bacon, cooked",1 slice,1.0,314,61410,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/040309104.png,Likely a cooked spicy pork sausage — appears to be chorizo (a single cooked/crumbled sausage strip).,['25220710'],1.0863127768039704,0.8669669032096863,0.0873464876588754,1.0,slice,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1 slice ,2 slices ,3 slices",1 slice,,1,,slice,11.0,11.0,11.0,40.48,40.48,3.245,3.245,0.4664,0.4664,2.8457,2.8457
676,031809110.png,smallest,24208500,"Turkey bacon, cooked",1/4 cup,0.25,314,10129,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031809110.png,Appears to be small diced cured sausage — likely pepperoni or Spanish chorizo (pan‑fried/sauteed).,['25220710'],1.0834349542856216,0.8546188473701477,0.0807733192902743,0.25,cup,"1/4 cup ,1/2 cup ,3/4 cup ,1 cup ,1 slice ,2 slices ,3 slices",1/4 cup,,0.125,,cup,82.0,20.5,10.25,75.44,37.72,6.0475,3.02375,0.8692000000000001,0.4346,5.303350000000001,2.6516750000000004
