FileName,PortionType,FoodCodeCommon,Main Food description,Portion,Multiplier,Rank,PortionCode,PortionSubCode,Link,GPTFoodDescription,GPTFoodCode,retrieval_score_avg,retrieval_score_top1,retrieval_score_spread
cp_42fo.png,median,92410340,"Soft drink, cola, decaffeinated",42 FO,4.2,184,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"Appears to be a disposable beverage cup (foam or paper) with a purple hexagon pattern — likely used for a drink (soda, milkshake, or coffee). The cup’s contents aren’t visible, so I can’t identify a specific food or beverage.",['92410310'],0.935316252,0.674083054,0.107847175
mug_2fo.png,smallest,92410340,"Soft drink, cola, decaffeinated",2 FO,0.1,184,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_2fo.png,Appears to be an empty white ceramic mug/cup (no food visible).,['92101000'],1.019150526,0.790527105,0.102662752
000000000.png,largest,54408010,,,1,185,62377,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The provided image is a placeholder (""No image available""), so there is no actual food visible to identify.",,,,
042908117.png,median,54408010,,1 pretzel,1,185,60092,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/042908117.png,"Appears to be a small pretzel (a hard, knot-shaped salted pretzel) placed in milk on a plate.",['54408016'],1.065185375,0.937624872,0.04631695
072302157.png,smallest,54408010,,1/4 cup,0.25,185,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072302157.png,"Appears to be small hard pretzels — the classic twist-shaped, baked/salted snack (likely store‑bought crunchy pretzels).",['54408016'],0.997119862,0.804061353,0.083892524
111902239.png,largest,91715100,,1 miniature bar,1,186,90000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111902239.png,Likely a small bite-sized chocolate candy — appears to be a chocolate-coated piece with a caramel or nougat filling (possibly a partially unwrapped candy).,['91705510'],0.987972888,0.780237317,0.073948914
091907127.png,median,91715100,,1 bar,0.75,186,60374,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091907127.png,"Appears to be a small chocolate candy bar — likely a chocolate‑coated wafer or biscuit‑style bar (e.g., KitKat/Twix‑type).",['91705080'],0.967410058,0.738871634,0.094833788
061103023.png,smallest,91715100,,1 king size bar,0.125,186,60914,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/061103023.png,"Appears to be a chocolate candy bar—likely a chocolate‑coated wafer/nougat style bar (e.g., Butterfinger/KitKat‑type or similar).","['91705080', '53209010']",0.97189276,0.711990595,0.093643838
000000000.png,largest,22311000,Ham,,16,187,40018,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The provided image is a ""No image available"" placeholder, so there is no actual food visible to identify.",,,,
100302121.png,median,22311000,Ham,1/2 slice,2,187,40018,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100302121.png,"Appears to be a single thin slice of processed luncheon meat — likely Spam-style canned ham or a deli/cooked ham slice (cold, not browned).",['25230210'],0.957122087,0.743936241,0.075868438
000000000.png,smallest,22311000,Ham,,0.25,187,10049,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The uploaded file is a ""No image available"" placeholder, so I can't see the food — please upload a clear photo.",,,,
031303167.png,largest,62125100,Raisins,1 miniature box,1,188,61474,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/031303167.png,Appears to be a small sauce sachet—likely a tomato ketchup packet—sitting on an empty white plate.,['74401010'],1.064862303,0.803653657,0.072738539
072502329.png,median,62125100,Raisins,3/4 cup,0.75,188,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072502329.png,Likely dried raisins (dark/black raisins) — possibly small currants (Zante currants).,['62125100'],1.191233282,0.943781793,0.066596784
071808107.png,smallest,62125100,Raisins,1 fruit,0.02,188,62520,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071808107.png,"Likely a single roasted coffee bean — appears to be a whole bean (possibly Arabica or Robusta, can't be certain from the image).",['92100500'],1.091261333,0.900303841,0.07740093
000000000.png,largest,53521110,"Doughnut, yeast type",,1,189,60697,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"Reason: The image is a ""No image available"" placeholder, so the actual food photo did not load. Please upload the image again.",,,,
041212106.png,median,53521110,"Doughnut, yeast type",1 doughnut,1,189,61000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/041212106.png,"Appears to be a sesame‑coated bread ring, likely a simit (Turkish-style yeasted bread dipped in a molasses wash and covered in sesame seeds). Could also be a sesame bagel—looks savory rather than a sweet donut.",['51180010'],1.141068917,0.969093323,0.078486963
080602558.png,smallest,53521110,"Doughnut, yeast type",1 hole,0.15,189,61337,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602558.png,Likely a small piece of salmon — appears to be a bite-sized chunk of cooked or smoked salmon (could also possibly be raw sashimi-style salmon).,"['26137190', '26137120', '26137100']",1.096860314,0.854955614,0.079863111
073108403.png,largest,14107010,"Cheese, Mozzarella, not further specified subcategory assigned",1 slice,2.5,191,51000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073108403.png,Appears to be a slice of cheese — likely a processed/American-style cheese slice or a thin mild cheddar slice.,['14410110'],1.01566011,0.896408975,0.065781772
081108416.png,median,14107010,"Cheese, Mozzarella, not further specified subcategory assigned",3/4 cup,0.75,191,10159,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081108416.png,Appears to be shredded cheese — likely mozzarella or a mild yellow cheddar (fine shreds) on a plate.,['14107010'],1.027426375,0.838210523,0.058616272
081108411.png,smallest,14107010,"Cheese, Mozzarella, not further specified subcategory assigned",1/8 cup,0.125,191,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081108411.png,Appears to be a small pile of shredded/ grated cheese—likely grated Parmesan or finely shredded mild cheddar.,['14108010'],1.122769524,0.919603407,0.079013515
cp_42fo.png,largest,11320000,Soy milk,42 FO,42,192,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"Appears to be a disposable drinking cup (paper or foam) — no food is visible in the image, so I can't identify a specific beverage or ingredients.",['92101000'],0.954829183,0.753090799,0.090451134
mlkbottle_11fo.png,median,11320000,Soy milk,11 FO,4.4,192,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mlkbottle_11fo.png,"Likely a plastic bottle of milk — or a dairy-based drinking yogurt/kefir style beverage (i.e., a single‑serve milk or probiotic yogurt drink).","['11115400', '11436000', '11112110']",1.01071731,0.829233348,0.042276839
121807120.png,smallest,11320000,Soy milk,1 tablespoon,0.0625,192,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/121807120.png,Appears to be a white plastic spoon holding a white liquid — likely milk or cream (could also be plain yogurt or a similar dairy product).,['12100100'],1.056104255,0.871978641,0.068694939
072809112.png,largest,58104710,"Quesadilla, cheese only",3 cups,3,194,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072809112.png,Appears to be grilled or pan‑fried white cheese — most likely halloumi (small seared cubes with brown grill marks); could also be paneer or seared firm tofu.,['14110050'],1.147483648,0.892445326,0.087913885
072809102.png,median,58104710,"Quesadilla, cheese only",3/4 quesadilla,0.75,194,61796,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072809102.png,"Appears to be a folded crepe (thin pancake), likely topped or dusted with cinnamon‑sugar.",['55401000'],1.162994219,0.955418169,0.076689144
072809105.png,smallest,58104710,"Quesadilla, cheese only",1/4 cup,0.25,194,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/072809105.png,"Likely torn pieces of grilled or toasted flatbread (e.g., pita or naan) with char marks — possibly pita chips or small torn naan pieces.",['54402700'],1.12131128,0.975366712,0.063174084
091307152.png,largest,75109000,"Celery, raw",6 pieces,6,195,62255,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307152.png,Likely thin julienned green bell pepper strips. Possibly celery or cucumber cut into similar flat strips.,['75122100'],1.182199593,0.94929862,0.07813048
091307148.png,median,75109000,"Celery, raw",1 whole stalk,0.75,195,62174,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307148.png,Appears to be a single stalk of fresh lemongrass (the trimmed bulb and green top).,['75109010'],1.380598593,1.172816515,0.066846772
091307148.png,smallest,75109000,"Celery, raw",1 whole stalk,0.125,195,62174,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307148.png,"Appears to be a trimmed stalk of lemongrass — the pale, tender inner section commonly used in Thai/Vietnamese cooking.",['75109550'],1.340007911,1.159983635,0.066475114
030309117.png,largest,51601020,"Bread, multigrain",1 slice,1,196,61069,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/030309117.png,Appears to be a single slice of whole wheat (wholegrain) sandwich bread — possibly lightly toasted.,['51300120'],0.898663233,0.74570477,0.047267697
030409107.png,median,51601020,"Bread, multigrain",1/2 slice,0.5,196,62308,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/030409107.png,Likely a small piece of plain toast — appears to be a lightly toasted white bread slice (a triangular wedge).,['51101010'],0.933776434,0.765637815,0.062119089
030309117.png,smallest,51601020,"Bread, multigrain",1 slice,0.125,196,61069,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/030309117.png,Appears to be a single slice of toast (likely whole‑wheat or brown sandwich bread) on a plate.,['51300120'],0.89898634,0.737270117,0.048056925
032509101.png,largest,25220410,Bologna,8 ounces,8,197,62008,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/032509101.png,Likely thinly sliced bologna (processed luncheon meat / “baloney”) arranged on a plate — possibly the classic pork/beef or turkey bologna.,"['25230610', '25230780']",0.995857103,0.756010473,0.064531036
102908116.png,median,25220410,Bologna,1 cup,1,197,10066,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/102908116.png,"Likely diced luncheon meat — e.g., bologna/Spam-style canned ham, cut into small square pieces.",['22311500'],0.978160962,0.685588241,0.08326517
102908109.png,smallest,25220410,Bologna,1/8 cup,0.125,197,10066,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/102908109.png,"Likely diced canned luncheon meat (e.g., Spam or similar canned ham), possibly lightly fried or simply cubed.",['25230530'],1.036631342,0.829954386,0.085013882
113008.png,largest,57804000,"Baby Toddler cereal, oatmeal, dry",6 tablespoons,6,198,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113008.png,"Likely white (hulled) sesame seeds in measuring spoons — possibly, though it could also be a small grain like couscous/semolina.",['43103000'],1.222256205,0.969605684,0.071550411
113004.png,median,57804000,"Baby Toddler cereal, oatmeal, dry",2 tablespoons,2,198,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113004.png,Appears to be a light brown/granulated cane sugar — likely light brown sugar or a raw/turbinado-type sugar (cane sugar with some molasses).,['91102010'],1.250962569,0.926559746,0.092113003
113001.png,smallest,57804000,"Baby Toddler cereal, oatmeal, dry",1 teaspoon,0.333,198,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/113001.png,Appears to be a measuring spoon holding a fine beige spice powder — likely garlic powder (possibly ground ginger or another light-colored spice).,['75111500'],1.316007061,1.157918334,0.070013315
cp_42fo.png,largest,92114000,"Coffee, instant, decaffeinated, reconstituted",42 FO,42,199,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"Appears to be a disposable foam/plastic cup (styrofoam-style) with a purple hexagonal pattern — likely a beverage cup, not a food item.",['92101900'],0.892940369,0.622743607,0.137367819
wglss_8fo.png,median,92114000,"Coffee, instant, decaffeinated, reconstituted",8 FO,4.8,199,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/wglss_8fo.png,"This appears to be an empty stemmed wine glass (likely a white‑wine or universal wine glass), not a food item.",['93401020'],1.286336305,0.950974822,0.115425036
mug_2fo.png,smallest,92114000,"Coffee, instant, decaffeinated, reconstituted",2 FO,0.1,199,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_2fo.png,"Appears to be a white ceramic mug/cup on a blue background — no food is visible (could be used for coffee, tea, etc.).",['92101000'],1.014922939,0.767271936,0.108557591
100907104.png,largest,91301250,,3 tablespoons,3,200,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100907104.png,Appears to be three small tasting spoons of caramel-like sauce — likely caramel or dulce de leche (butterscotch-style) served on wooden spoons.,['91304010'],1.154034092,0.891072333,0.085803533
111903038.png,median,91301250,,1 individual packet,1,200,60876,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903038.png,Appears to be a jar/bottle of pancake syrup — likely a maple-style breakfast syrup.,['91300100'],1.126771154,0.775733829,0.117293119
100907106.png,smallest,91301250,,1/4 cup,0.25,200,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/100907106.png,"Appears to be a spoonful of chocolate — likely a chocolate/hazelnut spread (e.g., Nutella) or a small dollop of chocolate ganache/melted chocolate.",['91304090'],1.104428075,0.743525445,0.097947406
092607109.png,largest,71401020,"Potato, french fries, from frozen, baked",2 cups,2,205,10324,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092607109.png,Appears to be waffle‑cut (lattice) potato chips/fries — likely potato slices cut on a crinkle/waffle mandoline and deep‑fried or baked and salted.,['71200200'],0.971530367,0.818390667,0.078266134
092607123.png,median,71401020,"Potato, french fries, from frozen, baked",1 cup,1,205,10324,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092607123.png,"Appears to be seasoned potato wedges (wedge fries) — likely fried or oven‑baked, coated with paprika/Cajun-style seasoning.",['71401010'],1.06399177,0.892198265,0.059179009
081502401.png,smallest,71401020,"Potato, french fries, from frozen, baked",1/4 cup,0.1,205,62489,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081502401.png,Likely a sweet potato fry — a single sweet potato wedge/fry (possibly baked or deep‑fried).,['73410200'],1.068072263,0.879853308,0.068652285
111903021.png,largest,91402000,Jam,1 heaping tablespoon,2,208,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903021.png,"Appears to be a cup of coffee — likely an espresso‑based drink with milk foam/marbling (e.g., a small latte or cappuccino; could be a mocha if chocolate was added).",['92101900'],0.954317426,0.828816354,0.058538836
111903026.png,median,91402000,Jam,1 individual packet,1,208,60876,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903026.png,"Appears to be a small packaged frozen dessert — likely a pint/tub of ice cream or gelato. The purple labeling suggests a berry or ube-type flavor (e.g., raspberry/blackberry or ube), but I’m not certain of the exact brand or flavor.",['13110100'],1.027689745,0.803498626,0.117023383
111903018.png,smallest,91402000,Jam,1 teaspoon,0.3333,208,21000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/111903018.png,Appears to be a single dark/dried plum (prune) or similar dried fruit sitting in cream or yogurt — likely a prune in cream. (Some uncertainty due to image size/lighting.),['11431000'],1.146027488,0.924744129,0.065845171
073002119.png,largest,75122000,"Pepper, raw, not further specified subcategory assigned",1 medium,1,209,60919,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073002119.png,"Appears to be a green bell pepper (capsicum), likely raw.",['75122100'],1.108280171,0.875713408,0.079238009
073102223.png,median,75122000,"Pepper, raw, not further specified subcategory assigned",3/4 pepper,0.75,209,61238,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/073102223.png,"Likely halved edible-pod peas — e.g., sugar snap peas (or snow peas), probably blanched/steamed and served on a plate.",['75231011'],0.960667327,0.735355437,0.083364076
102109147.png,smallest,75122000,"Pepper, raw, not further specified subcategory assigned",1 whole vegetable,0.125,209,60919,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/102109147.png,"Appears to be a green bell pepper (capsicum) — possibly a poblano or simply a green bell pepper, perhaps roasted or blistered.",['75226020'],1.177442739,0.925591171,0.112330932
cp_42fo.png,largest,11511000,"Chocolate milk, not further specified subcategory assigned",42 FO,42,210,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"This appears to be a disposable single‑use beverage cup (foam or plastic) — likely used for coffee, soda, or other takeout drinks.",['92100500'],0.984754947,0.774402082,0.117931567
mug_16fo.png,median,11511000,"Chocolate milk, not further specified subcategory assigned",16 FO,4.8,210,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_16fo.png,No food visible. The image appears to show a white ceramic mug/cup (empty) — possibly used for coffee or tea.,['92101500'],1.073201342,0.810667872,0.076642739
mug_2fo.png,smallest,11511000,"Chocolate milk, not further specified subcategory assigned",2 FO,0.1,210,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_2fo.png,No food visible — appears to be an empty white ceramic mug/cup on a blue background.,['92101000'],1.009879504,0.828714371,0.087878042
091307106.png,largest,72201211,"Broccoli, fresh, cooked, no added fat",6 pieces,6,211,60782,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091307106.png,Appears to be broccoli florets—likely steamed or blanched (possibly served in water or a light broth).,['72201211'],1.011166282,0.870651782,0.069068754
080602438.png,median,72201211,"Broccoli, fresh, cooked, no added fat",1-1/2 cups,1.5,211,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602438.png,Appears to be broccoli florets — likely steamed (or possibly lightly sautéed) broccoli.,"['72201211', '72201223']",1.060817756,0.906014562,0.064892968
080602433.png,smallest,72201211,"Broccoli, fresh, cooked, no added fat",1/4 cup,0.25,211,10010,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080602433.png,"Likely a small dollop of wasabi paste (Japanese horseradish). It could possibly be a similar bright green condiment (e.g., a green chutney or pesto), but it most closely resembles wasabi.",['63409020'],1.278608497,0.91650188,0.074410852
080802426.png,largest,52302010,"Muffin, fruit",1 mini muffin,1,214,61467,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080802426.png,"Appears to be a single small fried/browned ball — likely a meatball or croquette (e.g., arancini or fried potato/cheese croquette).",['58161710'],1.121210601,0.975601673,0.053349041
101107156.png,median,52302010,"Muffin, fruit",1 muffin,0.75,214,62015,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101107156.png,Appears to be a small round bread roll — likely a soft yeast dinner roll or brioche-style bun (could also be a hamburger bun).,"['51150000', '51167000', '51154100']",1.070837352,0.890639305,0.080557164
101107156.png,smallest,52302010,"Muffin, fruit",1 muffin,0.125,214,62015,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/101107156.png,Appears to be a small round bread roll — likely a dinner/slider bun (brioche-style or plain soft roll).,"['51150000', '51167000']",1.069202389,0.850562155,0.070037777
020210108.png,largest,58132310,,3 cups,3,215,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/020210108.png,Appears to be spaghetti (thin pasta) in a tomato-based sauce — likely spaghetti Bolognese or a simple marinara-style pasta.,"['58146322', '58146302']",0.979576661,0.750664771,0.096572687
020210104.png,median,58132310,,1 cup,1,215,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/020210104.png,Appears to be a small serving of stir‑fried noodles — likely chow mein/lo mein or stir‑fried instant ramen — tossed in a reddish soy/tomato or chili‑based sauce (no visible meat or vegetables).,['58136120'],0.998701523,0.840138972,0.06560111
081502409.png,smallest,58132310,,1/4 cup,0.25,215,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081502409.png,Appears to be a small serving of spaghetti in a tomato-based sauce — likely spaghetti pomodoro/marinara.,['58146221'],0.991202706,0.783260882,0.093709704
092807197.png,largest,54328100,"Crackers, sandwich, peanut butter filled",2 cups,2,218,10226,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092807197.png,"Likely a pile of small round savory crackers — mini Ritz-style/butter crackers (store-bought, salted snack crackers).",['54301030'],0.936540869,0.762079418,0.0569526
092807193.png,median,54328100,"Crackers, sandwich, peanut butter filled",1 cup,1,218,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/092807193.png,"Appears to be small round buttery salted crackers — likely Ritz-style tea/butter crackers (scalloped edges, lightly salted).",['54301030'],1.006800088,0.839042664,0.067659937
000000000.png,smallest,54328100,"Crackers, sandwich, peanut butter filled",,0.25,218,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/000000000.png,"The image appears to be a ""No image available"" placeholder, so the actual food photo is missing or not visible.",,,,
m11.png,largest,58150110,"Rice, fried, meatless",3 cups,3,219,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/m11.png,Appears to be a dollop of mashed potatoes — likely mashed potato mixed with butter or a light gravy.,['71501012'],1.030144585,0.87614572,0.066875696
m7.png,median,58150110,"Rice, fried, meatless",1 cup,1,219,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/m7.png,"Likely a scoop of a smooth, beige spread — appears to be hummus (creamed chickpeas with tahini, lemon and olive oil) or possibly smooth peanut butter.",['41205070'],1.128276682,0.933038116,0.077513873
m4.png,smallest,58150110,"Rice, fried, meatless",1/4 cup,0.25,219,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/m4.png,"Appears to be a small dollop of a smooth, beige spread — likely smooth peanut butter. Could also be hummus or another creamy beige dip/mashed spread.",['42202000'],1.130107172,0.869013309,0.085472322
052208116.png,largest,54401020,,10 chips,10,220,60570,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/052208116.png,"Appears to be breaded, fried finger-shaped pieces — likely commercial fish sticks (fish fingers). Could also be breaded chicken strips or mozzarella sticks, but fish sticks are most likely.",['26100270'],0.994612421,0.749639452,0.093004734
030603113.png,median,54401020,,1 grab bag,1,220,63454,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/030603113.png,This appears to be a bag of Fritos — specifically the Fritos Original corn chips.,['54401031'],0.939487875,0.682117283,0.079450707
110702153.png,smallest,54401020,,1 bag,0.5,220,61920,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110702153.png,This appears to be a small bag of Fritos — Original Corn Chips.,['54401031'],0.965963374,0.743086517,0.064217422
082002426.png,largest,53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 big cookie,2.8571,221,60919,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/082002426.png,Appears to be a chocolate-chip cookie — likely a classic American-style cookie with chocolate chips.,['53206000'],1.055618252,0.764394939,0.081965065
082002426.png,median,53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 big cookie,1,221,90000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/082002426.png,Appears to be a single chocolate chip cookie — likely a classic round baked cookie with chocolate chips.,['53206000'],1.07883111,0.803029239,0.083261376
081502233.png,smallest,53206020,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",1 medium size,0.5,221,61283,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/081502233.png,Appears to be a small chocolate chip cookie — likely a classic drop-style baked cookie with chocolate chips.,['53206000'],1.056771614,0.816253304,0.082741206
091002473.png,largest,14133000,Queso Fresco,1 cup,1,222,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091002473.png,Appears to be steamed white rice topped with flaked cooked salmon — possibly salmon flakes (could also be shredded imitation crab/surimi).,['58151400'],1.008626886,0.824931085,0.069573445
091002469.png,median,14133000,Queso Fresco,1/2 cup,0.5,222,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091002469.png,"Appears to be a small serving of white rice topped with shredded imitation crab (surimi/“kani”) — possibly a sushi-style rice + kani preparation (could also be flaked cooked salmon, but surimi is more likely).",['58151400'],1.080609944,0.766197801,0.088747064
091002466.png,smallest,14133000,Queso Fresco,1/8 cup,0.125,222,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/091002466.png,Likely a small portion of shredded imitation crab (surimi) mixed with mayonnaise — similar to a kani (crab stick) salad.,['27450130'],1.068105586,0.706567466,0.091113181
cp_42fo.png,largest,92410520,"Soft drink, fruit flavored, diet, caffeine free",42 FO,42,224,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"Appears to be a disposable foam/paper beverage cup (likely a fast‑food/fountain soda cup). The contents aren’t visible, so no specific food or drink can be identified.",['92410310'],0.944394637,0.732623219,0.086860878
cp_42fo.png,median,92410520,"Soft drink, fruit flavored, diet, caffeine free",42 FO,4.2,224,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/cp_42fo.png,"No food is visible in the image. It appears to be a disposable beverage cup — likely a foam (polystyrene) or paper cup with a purple mosaic-style design, probably empty.",['92101904'],1.046612428,0.780466855,0.108135278
mug_2fo.png,smallest,92410520,"Soft drink, fruit flavored, diet, caffeine free",2 FO,0.1,224,30000,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/mug_2fo.png,Not a food — appears to be an empty white ceramic mug (likely a coffee/tea cup).,['92101000'],1.050425071,0.796085477,0.095847026
110708101.png,largest,25221500,"Salami, not further specified subcategory assigned",8 ounces,8,225,62008,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110708101.png,"Appears to be thinly sliced cured sausage — likely salami (possibly pepperoni-style or Genoa salami), arranged on a plate.",['25221500'],1.102291362,0.904409945,0.094293325
110708116.png,median,25221500,"Salami, not further specified subcategory assigned",1 cup,1,225,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110708116.png,"Appears to be small square breakfast cereal pieces — likely a cinnamon‑flavored square cereal (e.g., Cinnamon Toast Crunch or a similar cinnamon/sugar square).",['57125000'],0.955264422,0.751630008,0.084661706
110708109.png,smallest,25221500,"Salami, not further specified subcategory assigned",1/8 cup,0.125,225,10205,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/110708109.png,Appears to be small diced cured/cooked sausage — likely chorizo or diced pepperoni/other processed luncheon meat.,"['25220710', '25221250']",1.062490634,0.879052639,0.079671555
071702143.png,largest,63101120,"Applesauce, unsweetened",2 cups,2,227,10149,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/071702143.png,Likely smooth applesauce (plain/unsweetened). Possibly a smooth pear purée if not apple.,['63101120'],1.099682832,0.806207359,0.075065372
080608133.png,median,63101120,"Applesauce, unsweetened",3/4 fruit,0.75,227,62065,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/080608133.png,Appears to be peach slices — likely canned/syrup-packed yellow peach wedges.,['63135140'],1.130486008,0.856267333,0.12498173
070808110.png,smallest,63101120,"Applesauce, unsweetened",1 fruit,0.125,227,60969,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/070808110.png,"Appears to be a smooth yellow‑orange purée — most likely mango purée (blended ripe mango). Could also be pumpkin, sweet potato, or carrot purée (cooked and pureed).",['76209010'],1.156913342,1.014368296,0.06540741
032411104.png,largest,51166000,Croissant,1 croissant,1,228,61460,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/032411104.png,"Appears to be a plain butter croissant (crescent roll), likely shaped into a small ring or croissant bun.",['51166000'],1.095501588,0.906027794,0.058380521
032411106.png,median,51166000,Croissant,1/2 croissant,0.5,228,63446,0,/Volumes/My Passport/Asa24PortionImages/Asa24PortionImages/032411106.png,Appears to be half of a plain butter croissant (a classic viennoiserie croissant).,['51166000'],1.20731268,0.98449105,0.069786214
