dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients,GPTFoodDescription,GPTFoodCode,GPTAmount,GPTAmountWeight,Energy (kcal),Protein (g),Carbohydrate (g),Total Fat (g),FoodCodeError,WeightError,IngredientNum,GPTWeight
dish_1562184628,444.01001,121,32.879997,0.602,35.41,"bacon, steak","bacon, steak","crispy fried bacon
roasted pork slices",crispy fried bacon: 22601000; roasted pork slices: 22400100,"crispy fried bacon: unknown
roasted pork slices: 2 regular/thin slice","{'crispy fried bacon': nan, 'roasted pork slices': 120.0}",217.2,31.955999999999996,0.0,8.988,0,1,2,120.0
dish_1562096542,38.0896,50,2.763935,3.123378,0.942013,"parsley, salt, mixed greens, garlic, artichokes, olive oil, beets, green beans, vinegar","artichokes, beets, garlic, green beans, mixed greens, olive oil, parsley, salt, vinegar","chopped curly kale
green beans",chopped curly kale: 72119190; green beans: 75205044,"chopped curly kale: 0.5 cup
green beans: 8 bean","{'chopped curly kale': 12.5, 'green beans': 48.0}",33.215,1.2482,3.9269,1.74625,0,0,2,60.5
dish_1565383097,479.248993,430,25.929001,13.332999,50.022999,"spinach (raw), cucumbers, olives, chicken, parmesan cheese","chicken, cucumbers, olives, parmesan cheese, spinach (raw)","baby spinach leaves
sliced cucumber (spear-cut)
Kalamata olives
diced cooked chicken breast
shaved Parmesan cheese
shredded cabbage
shredded carrot",baby spinach leaves: 72125100; sliced cucumber (spear-cut): 89902010; Kalamata olives: 75510020; diced cooked chicken breast: 24120120; shaved Parmesan cheese: 14108020; shredded cabbage: 75103000; shredded carrot: 73101110,"baby spinach leaves: 1 cup
sliced cucumber (spear-cut): 1 Guideline amount on large sandwich
Kalamata olives: 8 olive
diced cooked chicken breast: 1 cup, cooked, diced
shaved Parmesan cheese: 1 oz
shredded cabbage: 0.25 cup
shredded carrot: 0.1 cup","{'baby spinach leaves': 25.0, 'sliced cucumber (spear-cut)': 20.0, 'kalamata olives': 40.0, 'diced cooked chicken breast': 135.0, 'shaved parmesan cheese': 142.0, 'shredded cabbage': 22.5, 'shredded carrot': 17.5}",888.975,81.57124999999999,25.66575,51.88125,0,0,7,402.0
dish_1564432191,261.028381,220,11.519486,32.141861,9.461219,"salt, lime, lettuce, mixed greens, vinegar, cucumbers, pepperoni pizza, onions, olive oil, cauliflower, pineapple, pepper, cherry tomatoes","cauliflower, cherry tomatoes, cucumbers, lettuce, lime, mixed greens, olive oil, onions, pepper, pepperoni pizza, pineapple, salt, vinegar","baby spinach leaves
shredded carrot
fresh pineapple chunks
steamed cauliflower florets
pizza crust (baked)
tomato sauce
melted mozzarella cheese
pepperoni slices",baby spinach leaves: 72125100; shredded carrot: 73101010; fresh pineapple chunks: 63141010; steamed cauliflower florets: 75214011; pizza crust (baked): 58107050; tomato sauce: 89901050; melted mozzarella cheese: 14107010; pepperoni slices: 25221250,"baby spinach leaves: 1 cup
shredded carrot: 0.5 baby carrot
fresh pineapple chunks: unknown
steamed cauliflower florets: 6 floweret
pizza crust (baked): 1 piece
tomato sauce: 1 Guideline amount per cup of vegetable
melted mozzarella cheese: 0.25 cup, melted
pepperoni slices: 2 slice","{'baby spinach leaves': 25.0, 'shredded carrot': 5.0, 'fresh pineapple chunks': nan, 'steamed cauliflower florets': 78.0, 'pizza crust (baked)': 75.0, 'tomato sauce': 60.0, 'melted mozzarella cheese': 61.0, 'pepperoni slices': 4.0}",499.20000000000005,23.4362,38.352399999999996,28.653399999999998,0,1,8,308.0
dish_1565118029,595.140015,453,12.827999,34.517002,81.492004,"chicken breast, cheese pizza, cherry tomatoes, bell peppers, tuna","bell peppers, cheese pizza, cherry tomatoes, chicken breast, tuna",No ingredients identified. GPT response was: ,No ingredients identified. GPT response was:: 00000000,No ingredients identified. GPT response was:: unknown,{'no ingredients identified. gpt response was': nan},,,,,0,1,1,0.0
dish_1562945445,362.168335,463,10.770931,42.584671,25.137182,"sweet potato, broccoli, greek yogurt, egg whites, milk, chia seeds, grapes, olive oil","broccoli, chia seeds, egg whites, grapes, greek yogurt, milk, olive oil, sweet potato","green grapes (whole)
red grape (whole)
roasted potato cubes
roasted broccoli florets
sliced banana
cooked ground beef (minced)
chopped hard-boiled egg white
blueberry (whole)
strawberry (halved)
raspberry (mashed)",green grapes (whole): 63123000; red grape (whole): 63123000; roasted potato cubes: 71104030; roasted broccoli florets: 72201223; sliced banana: 63107010; cooked ground beef (minced): 21500100; chopped hard-boiled egg white: 31108110; blueberry (whole): 63203010; strawberry (halved): 63223020; raspberry (mashed): 63219000,"green grapes (whole): 8 grape
red grape (whole): 1 grape
roasted potato cubes: 0.5 cup
roasted broccoli florets: 2 floweret
sliced banana: 4 slice
cooked ground beef (minced): 0.5 cup
chopped hard-boiled egg white: 1 egg white
blueberry (whole): 1 berry
strawberry (halved): 0.5 fruit
raspberry (mashed): 1 berry","{'green grapes (whole)': 56.0, 'red grape (whole)': 7.0, 'roasted potato cubes': 80.0, 'roasted broccoli florets': 20.0, 'sliced banana': 24.0, 'cooked ground beef (minced)': 62.5, 'chopped hard-boiled egg white': 33.0, 'blueberry (whole)': 2.0, 'strawberry (halved)': 9.0, 'raspberry (mashed)': 2.0}",366.56500000000005,22.231450000000002,36.468199999999996,14.7939,0,0,10,295.5
dish_1563389693,500.218018,383,29.284,14.824001,45.544998,"carrot, grilled chicken, cherry tomatoes","carrot, cherry tomatoes, grilled chicken","julienned carrots
Parmesan cheese shavings",julienned carrots: 73101010; Parmesan cheese shavings: 14108020,"julienned carrots: 1 cup
Parmesan cheese shavings: 1 tablespoon","{'julienned carrots': 120.0, 'parmesan cheese shavings': 5.0}",70.19999999999999,2.596,12.116,1.6880000000000002,0,0,2,125.0
dish_1564590254,248.535843,432,3.610219,54.172783,3.239488,"pineapple, watermelon, berries, cantaloupe, sweet potato, olive oil","berries, cantaloupe, olive oil, pineapple, sweet potato, watermelon","pineapple chunks
cantaloupe chunks
strawberries (whole and halved)
blueberries
watermelon cubes
roasted potato cubes
fresh mozzarella (torn pieces)",pineapple chunks: 63141110; cantaloupe chunks: 63109010; strawberries (whole and halved): 63223020; blueberries: 63203010; watermelon cubes: 63311000; roasted potato cubes: 71104030; fresh mozzarella (torn pieces): 14107010,"pineapple chunks: unknown
cantaloupe chunks: 3 cube
strawberries (whole and halved): 3 fruit
blueberries: 7 berry
watermelon cubes: 0.5 cup
roasted potato cubes: 1 small
fresh mozzarella (torn pieces): 1 cup, diced","{'pineapple chunks': nan, 'cantaloupe chunks': 45.0, 'strawberries (whole and halved)': 54.0, 'blueberries': 14.0, 'watermelon cubes': 75.0, 'roasted potato cubes': 130.0, 'fresh mozzarella (torn pieces)': 132.0}",641.25,34.9982,52.53410000000001,32.856500000000004,0,1,7,450.0
dish_1564691380,96.261002,111,2.743,18.35,2.903,"green beans, olive oil, corn on the cob","corn on the cob, green beans, olive oil","steamed green beans
sliced cooked corn on the cob (corn rounds)",steamed green beans: 75205021; sliced cooked corn on the cob (corn rounds): 75216111,"steamed green beans: 0.5 cup
sliced cooked corn on the cob (corn rounds): unknown","{'steamed green beans': 70.0, 'sliced cooked corn on the cob (corn rounds)': nan}",22.4,1.3299999999999998,5.068,0.161,0,1,2,70.0
dish_1561567086,142.754013,181,0.362,34.248001,2.026,"watermelon, yam","watermelon, yam","roasted sweet potato cubes (with skin)
watermelon cubes",roasted sweet potato cubes (with skin): 73403010; watermelon cubes: 63311000,"roasted sweet potato cubes (with skin): 1 cup
watermelon cubes: unknown","{'roasted sweet potato cubes (with skin)': 250.0, 'watermelon cubes': nan}",225.0,5.0,51.574999999999996,0.375,0,1,2,250.0
dish_1567537280,733.018555,404,34.708237,51.064735,51.275162,"chili, onions, kale, orange juice, soy sauce, green onions, carrot, pepper, white rice, vinegar, olive oil, cheese pizza, salt, garlic, broccoli, beef","beef, broccoli, carrot, cheese pizza, chili, garlic, green onions, kale, olive oil, onions, orange juice, pepper, salt, soy sauce, vinegar, white rice","seared sliced beef steak
brown rice
steamed broccoli florets
roasted carrot slices
pizza crust
tomato sauce
mozzarella cheese",seared sliced beef steak: 21102150; brown rice: 58161532; steamed broccoli florets: 72201211; roasted carrot slices: 73102217; pizza crust: 58107050; tomato sauce: 89901050; mozzarella cheese: 14107010,"seared sliced beef steak: 3 piece/slice, any size
brown rice: 0.5 cup
steamed broccoli florets: 0.5 cup
roasted carrot slices: 4 piece/slice
pizza crust: 2 piece
tomato sauce: unknown
mozzarella cheese: 0.5 cup, melted","{'seared sliced beef steak': 90.0, 'brown rice': 93.0, 'steamed broccoli florets': 77.5, 'roasted carrot slices': 20.0, 'pizza crust': 150.0, 'tomato sauce': nan, 'mozzarella cheese': 122.0}",1132.5149999999999,69.08645,79.19954999999999,59.689249999999994,0,1,7,552.5
dish_1562790224,312.749756,116,30.397385,7.830093,6.847874,"walnuts, salt, mustard, olive oil, blueberries, arugula, vinegar, chard, pepper","arugula, blueberries, chard, mustard, olive oil, pepper, salt, vinegar, walnuts","mixed baby salad greens (including arugula)
walnut halves (shelled)
crumbled goat cheese
sliced radish",mixed baby salad greens (including arugula): 75114000; walnut halves (shelled): 42116000; crumbled goat cheese: 14104700; sliced radish: 75125000,"mixed baby salad greens (including arugula): unknown
walnut halves (shelled): 9 nut
crumbled goat cheese: 1 cubic inch
sliced radish: 1 slice","{'mixed baby salad greens (including arugula)': nan, 'walnut halves (shelled)': 18.0, 'crumbled goat cheese': 25.0, 'sliced radish': 1.0}",208.88,8.1432,2.5317999999999996,19.1988,0,1,4,44.0
dish_1562872223,306.862701,468,8.376755,10.477843,47.902866,"chicken, garlic, rosemary, wheat berry, squash, olive oil, thyme, pepper, spinach (raw), mushroom, bok choy, parsley, basil, salt, lemon juice, zucchini","basil, bok choy, chicken, garlic, lemon juice, mushroom, olive oil, parsley, pepper, rosemary, salt, spinach (raw), squash, thyme, wheat berry, zucchini","pan-fried fish fillet
steamed bok choy
cremini (brown) mushrooms",pan-fried fish fillet: 26100140; steamed bok choy: 75210010; cremini (brown) mushrooms: 75115000,"pan-fried fish fillet: 1 small/regular fillet
steamed bok choy: 1 cup
cremini (brown) mushrooms: 4 whole","{'pan-fried fish fillet': 90.0, 'steamed bok choy': 170.0, 'cremini (brown) mushrooms': 72.0}",288.21999999999997,19.185000000000002,17.3636,16.116,0,0,3,332.0
dish_1563207364,309.269989,271,13.774,30.657,15.01,"scrambled eggs, yam, grapes, egg whites, olive oil, sweet potato","egg whites, grapes, olive oil, scrambled eggs, sweet potato, yam","red grapes
roasted diced sweet potato
roasted diced eggplant
roasted diced white potato
scrambled eggs
cream cheese",red grapes: 63123000; roasted diced sweet potato: 73403010; roasted diced eggplant: 75217020; roasted diced white potato: 71104030; scrambled eggs: 32130020; cream cheese: 14301010,"red grapes: 7 grape
roasted diced sweet potato: 1 small
roasted diced eggplant: 0.5 cup
roasted diced white potato: 0.5 small
scrambled eggs: 1 egg
cream cheese: 2 tablespoon","{'red grapes': 49.0, 'roasted diced sweet potato': 80.0, 'roasted diced eggplant': 50.0, 'roasted diced white potato': 65.0, 'scrambled eggs': 55.0, 'cream cheese': 30.0}",418.31,11.9138,43.8815,22.8049,0,0,6,329.0
dish_1568401167,426.360016,228,20.976,20.976,36.936001,tuna salad,tuna salad,"canned tuna (flaked)
shredded carrot
chopped celery
chopped red onion",canned tuna (flaked): 26155110; shredded carrot: 73101110; chopped celery: 75109000; chopped red onion: 75117020,"canned tuna (flaked): 1 standard can
shredded carrot: 1 cup
chopped celery: 0.5 stalk
chopped red onion: 1 slice","{'canned tuna (flaked)': 115.0, 'shredded carrot': 175.0, 'chopped celery': 20.0, 'chopped red onion': 15.0}",470.25,24.3045,32.0375,28.5495,0,0,4,325.0
dish_1568320427,450.764099,240,19.028429,40.598091,27.65624,"olive oil, onions, cheese pizza, spinach (cooked), shallots, salt, bok choy, millet, beef, vinegar, quinoa, green beans","beef, bok choy, cheese pizza, green beans, millet, olive oil, onions, quinoa, salt, shallots, spinach (cooked), vinegar","steamed green beans
sliced roast beef
cooked couscous
halved cherry tomato
baked pizza crust
tomato sauce
melted mozzarella cheese",steamed green beans: 75205021; sliced roast beef: 25231120; cooked couscous: 56207160; halved cherry tomato: 74101000; baked pizza crust: 58107050; tomato sauce: 89901050; melted mozzarella cheese: 14107010,"steamed green beans: 1 cup
sliced roast beef: 3 pieces
cooked couscous: 0.25 cup, cooked
halved cherry tomato: 0.5 cherry
baked pizza crust: 2 piece
tomato sauce: 0.25 Guideline amount per cup of vegetable
melted mozzarella cheese: 0.5 cup, melted","{'steamed green beans': 140.0, 'sliced roast beef': 420.0, 'cooked couscous': 40.0, 'halved cherry tomato': 8.5, 'baked pizza crust': 150.0, 'tomato sauce': 15.0, 'melted mozzarella cheese': 122.0}",1364.62,122.6477,76.12519999999999,62.270849999999996,0,0,7,895.5
dish_1565379868,560.774963,434,22.945583,49.074287,38.934471,"bok choy, pork, vinegar, soy sauce, salt, radishes, pepper, garlic, white rice, rice noodles, cabbage, sugar, olive oil, carrot, mixed greens, green onions","bok choy, cabbage, carrot, garlic, green onions, mixed greens, olive oil, pepper, pork, radishes, rice noodles, salt, soy sauce, sugar, vinegar, white rice","shredded cabbage (raw)
julienned carrot (raw)
sliced green onion (scallion)
fresh cilantro leaves
fried brown rice
sliced cooked carrots",shredded cabbage (raw): 75103000; julienned carrot (raw): 73101010; sliced green onion (scallion): 75117010; fresh cilantro leaves: 75109550; fried brown rice: 58165480; sliced cooked carrots: 73102220,"shredded cabbage (raw): 1 cup
julienned carrot (raw): 0.25 cup
sliced green onion (scallion): 1 whole
fresh cilantro leaves: 1 sprig
fried brown rice: 1 cup
sliced cooked carrots: 1 regular carrot","{'shredded cabbage (raw)': 90.0, 'julienned carrot (raw)': 30.0, 'sliced green onion (scallion)': 15.0, 'fresh cilantro leaves': 1.0, 'fried brown rice': 290.0, 'sliced cooked carrots': 62.0}",384.63,8.898800000000001,71.0231,7.8455,0,0,6,488.0
dish_1567542813,316.638611,145,10.95192,39.940449,13.850355,"white rice, garlic, cilantro, cheese pizza, olive oil, onions, chicken thighs, vinegar, kale, salt, lemon juice, pineapple","cheese pizza, chicken thighs, cilantro, garlic, kale, lemon juice, olive oil, onions, pineapple, salt, vinegar, white rice","mozzarella cheese (melted, baked)
tomato sauce
pizza crust (baked bread dough)
fried spring roll wrapper","mozzarella cheese (melted, baked): 14660200; tomato sauce: 89901050; pizza crust (baked bread dough): 58107050; fried spring roll wrapper: 58110110","mozzarella cheese (melted, baked): unknown
tomato sauce: 0.25 Guideline amount per cup of vegetable
pizza crust (baked bread dough): unknown
fried spring roll wrapper: 2 miniature egg roll","{'mozzarella cheese (melted, baked)': nan, 'tomato sauce': 15.0, 'pizza crust (baked bread dough)': nan, 'fried spring roll wrapper': 26.0}",85.8,1.5332000000000001,9.6172,4.5989,0,2,4,41.0
dish_1560527105,92.725296,104,3.845912,12.959577,2.126438,"olive oil, mustard greens, cucumbers, tomatoes, mustard, potatoes, salt, garlic, spinach (raw), vinegar","cucumbers, garlic, mustard, mustard greens, olive oil, potatoes, salt, spinach (raw), tomatoes, vinegar","fresh spinach leaves
julienned carrot
roasted potato pieces",fresh spinach leaves: 72125100; julienned carrot: 73101010; roasted potato pieces: 71104030,"fresh spinach leaves: 1 cup
julienned carrot: unknown
roasted potato pieces: 1 new potato","{'fresh spinach leaves': 25.0, 'julienned carrot': nan, 'roasted potato pieces': 60.0}",82.35,1.8345000000000002,12.872499999999999,2.7049999999999996,0,1,3,85.0
dish_1560356355,301.606934,148,15.277617,28.402531,12.777824,"bacon, spinach (raw), vinegar, olive oil, mustard greens, mustard, cucumbers, yam, tomatoes, garlic, salt","bacon, cucumbers, garlic, mustard, mustard greens, olive oil, salt, spinach (raw), tomatoes, vinegar, yam","fresh spinach leaves
shredded raw carrot
roasted cubed sweet potato (with skin)
crispy cooked bacon",fresh spinach leaves: 72125100; shredded raw carrot: 73101110; roasted cubed sweet potato (with skin): 73403010; crispy cooked bacon: 22600100,"fresh spinach leaves: 1 cup
shredded raw carrot: unknown
roasted cubed sweet potato (with skin): unknown
crispy cooked bacon: 2 medium slice (yield after cooking)","{'fresh spinach leaves': 25.0, 'shredded raw carrot': nan, 'roasted cubed sweet potato (with skin)': nan, 'crispy cooked bacon': 16.0}",84.19,6.6981,0.9065000000000001,5.883,0,2,4,41.0
dish_1562704665,387.841309,399,17.411558,32.195107,26.037781,"millet, spinach (cooked), cheese pizza, cauliflower, onions, caesar salad, olive oil, vinegar, squash, beef, salt, bok choy, shallots","beef, bok choy, caesar salad, cauliflower, cheese pizza, millet, olive oil, onions, salt, shallots, spinach (cooked), squash, vinegar","seared beef steak slices
boiled potatoes (lightly mashed)
toasted bread
melted browned cheese
romaine lettuce
creamy salad dressing
sautéed green zucchini
sautéed yellow summer squash",seared beef steak slices: 21101160; boiled potatoes (lightly mashed): 71103010; toasted bread: 51000110; melted browned cheese: 51111040; romaine lettuce: 72116000; creamy salad dressing: 32103030; sautéed green zucchini: 75233027; sautéed yellow summer squash: 75233027,"seared beef steak slices: 3 piece/slice, any size
boiled potatoes (lightly mashed): 0.5 cup
toasted bread: 1 medium or regular slice
melted browned cheese: 1 medium or regular slice
romaine lettuce: 1 cup
creamy salad dressing: 0.125 cup
sautéed green zucchini: 0.5 cup
sautéed yellow summer squash: 0.5 cup","{'seared beef steak slices': 90.0, 'boiled potatoes (lightly mashed)': 80.0, 'toasted bread': 25.0, 'melted browned cheese': 25.0, 'romaine lettuce': 35.0, 'creamy salad dressing': 27.75, 'sautéed green zucchini': 92.5, 'sautéed yellow summer squash': 92.5}",636.78,38.858675,51.9563,31.3647,0,0,8,467.75
dish_1563304301,190.950912,151,8.933062,23.621746,4.687849,"kale, croutons, caesar dressing, roasted potatoes, parmesan cheese","caesar dressing, croutons, kale, parmesan cheese, roasted potatoes","roasted red potato chunks (skin-on)
sautéed curly kale",roasted red potato chunks (skin-on): 71104040; sautéed curly kale: 72119221,"roasted red potato chunks (skin-on): unknown
sautéed curly kale: unknown","{'roasted red potato chunks (skin-on)': nan, 'sautéed curly kale': nan}",,,,,0,2,2,0.0
dish_1568305225,428.667786,144,35.136887,4.897249,24.472982,"bell peppers, garlic, salt, cucumbers, mustard, olive oil, vinegar, turkey bacon, radishes","bell peppers, cucumbers, garlic, mustard, olive oil, radishes, salt, turkey bacon, vinegar","pan-fried bacon strips
sautéed spinach
shredded (julienned) carrot",pan-fried bacon strips: 22601000; sautéed spinach: 72125217; shredded (julienned) carrot: 73101010,"pan-fried bacon strips: 4 medium slice (yield after cooking)
sautéed spinach: 1 cup
shredded (julienned) carrot: 0.25 regular carrot","{'pan-fried bacon strips': 32.0, 'sautéed spinach': 185.0, 'shredded (julienned) carrot': 15.0}",272.46,17.117400000000004,7.549500000000001,18.849800000000002,0,0,3,232.0
dish_1562789240,361.555603,154,18.029551,21.636833,26.509659,"cherry tomatoes, parsley, basil, lemon juice, onions, salt, cheese pizza, broccoli, garlic, pork, vinegar, brown rice, olive oil, shallots, pepper","basil, broccoli, brown rice, cheese pizza, cherry tomatoes, garlic, lemon juice, olive oil, onions, parsley, pepper, pork, salt, shallots, vinegar","pizza crust
tomato sauce
mozzarella cheese
seared pork chop",pizza crust: 58107050; tomato sauce: 89901050; mozzarella cheese: 14107010; seared pork chop: 22101000,"pizza crust: 1 piece
tomato sauce: 0.125 Guideline amount per cup of vegetable, Quantity not specified
mozzarella cheese: 0.25 cup, melted
seared pork chop: 1 regular","{'pizza crust': 75.0, 'tomato sauce': nan, 'mozzarella cheese': 61.0, 'seared pork chop': 120.0}",607.16,53.067,25.9509,31.778999999999996,0,1,4,256.0
dish_1559678104,99.962006,135,7.348568,7.806039,2.654628,"cucumbers, olive oil, parsley, garlic, carrot, mixed greens, salt, cherry tomatoes, broccoli, vinegar","broccoli, carrot, cherry tomatoes, cucumbers, garlic, mixed greens, olive oil, parsley, salt, vinegar","red oak leaf lettuce
green leaf lettuce
frisée (curly endive)
broccoli florets
shredded carrot",red oak leaf lettuce: 75113060; green leaf lettuce: 72116000; frisée (curly endive): 72116000; broccoli florets: 99997220; shredded carrot: 73101110,"red oak leaf lettuce: 1 cup
green leaf lettuce: 0.5 cup
frisée (curly endive): 0.25 cup
broccoli florets: unknown
shredded carrot: unknown","{'red oak leaf lettuce': 25.0, 'green leaf lettuce': 17.5, 'frisée (curly endive)': 8.75, 'broccoli florets': nan, 'shredded carrot': nan}",7.1875,0.6895,1.318375,0.094375,0,2,5,51.25
dish_1567023184,191.507187,195,8.071156,10.141688,20.305752,"olives, chicken, caesar dressing, kimchi, kale, parmesan cheese, croutons","caesar dressing, chicken, croutons, kale, kimchi, olives, parmesan cheese","kimchi (fermented napa cabbage)
kalamata olives
grilled chicken breast (diced)
sautéed chopped kale
parmesan cheese shavings",kimchi (fermented napa cabbage): 75502520; kalamata olives: 75510020; grilled chicken breast (diced): 24123301; sautéed chopped kale: 72119221; parmesan cheese shavings: 14108020,"kimchi (fermented napa cabbage): 0.25 cup
kalamata olives: 4 olive
grilled chicken breast (diced): 0.5 cup, cooked, diced
sautéed chopped kale: 1 cup
parmesan cheese shavings: 1 tablespoon","{'kimchi (fermented napa cabbage)': 37.5, 'kalamata olives': 20.0, 'grilled chicken breast (diced)': 67.5, 'sautéed chopped kale': 135.0, 'parmesan cheese shavings': 5.0}",261.775,26.1715,8.9515,13.23775,0,0,5,265.0
dish_1560973936,75.243256,44,5.829186,6.022747,1.078271,"salt, pepper, orange, arugula, pecans, mustard, raisins, olive oil, lime","arugula, lime, mustard, olive oil, orange, pecans, pepper, raisins, salt","arugula (rocket) leaves
golden raisins",arugula (rocket) leaves: 75113080; golden raisins: 62125100,"arugula (rocket) leaves: 1 cup
golden raisins: 8 raisin","{'arugula (rocket) leaves': 20.0, 'golden raisins': 4.0}",16.96,0.648,3.9027999999999996,0.14200000000000002,0,0,2,24.0
dish_1562784347,315.988464,264,15.637626,39.655731,9.114595,"salt, parsley, lemon juice, cranberries, olive oil, mustard greens, pizza, shallots, corn on the cob, arugula, eggplant, apple, garlic, bulgur","apple, arugula, bulgur, corn on the cob, cranberries, eggplant, garlic, lemon juice, mustard greens, olive oil, parsley, pizza, salt, shallots",No ingredients identified. GPT response was: ,No ingredients identified. GPT response was:: 00000000,No ingredients identified. GPT response was:: unknown,{'no ingredients identified. gpt response was': nan},,,,,0,1,1,0.0
dish_1558458584,351.181,142,25.455,25.941,12.369,"spinach (raw), grapes, almonds","almonds, grapes, spinach (raw)","red grapes
green grape
fresh baby spinach leaves
whole almonds (skin-on)",red grapes: 63123000; green grape: 63123000; fresh baby spinach leaves: 72125100; whole almonds (skin-on): 42101000,"red grapes: 12 grape
green grape: 1 grape
fresh baby spinach leaves: 10 baby leaf
whole almonds (skin-on): 1.5 oz","{'red grapes': 84.0, 'green grape': 7.0, 'fresh baby spinach leaves': 6.0, 'whole almonds (skin-on)': 42.525000000000006}",310.62975000000006,9.820237500000001,25.779737500000003,21.415532500000005,0,0,4,139.525
dish_1562872432,259.08316,257,5.250878,20.299112,31.286116,"wheat berry, couscous, basil, lemon juice, zucchini, squash, olive oil, spinach (raw), pepper, chicken, bok choy, parsley, garlic, salt, rosemary, thyme","basil, bok choy, chicken, couscous, garlic, lemon juice, olive oil, parsley, pepper, rosemary, salt, spinach (raw), squash, thyme, wheat berry, zucchini","couscous
cherry tomato
steamed bok choy
roasted chicken leg (breadcrumb-coated)
pan-fried ground beef patty
cooked green beans",couscous: 56207160; cherry tomato: 74101000; steamed bok choy: 75210010; roasted chicken leg (breadcrumb-coated): 24137310; pan-fried ground beef patty: 21500310; cooked green beans: 75205021,"couscous: unknown
cherry tomato: 1 cherry
steamed bok choy: 1 cup
roasted chicken leg (breadcrumb-coated): 1 medium leg
pan-fried ground beef patty: 1 small patty
cooked green beans: 0.25 cup","{'couscous': nan, 'cherry tomato': 17.0, 'steamed bok choy': 170.0, 'roasted chicken leg (breadcrumb-coated)': 195.0, 'pan-fried ground beef patty': 65.0, 'cooked green beans': 35.0}",655.9000000000001,60.929399999999994,14.823799999999999,38.437200000000004,0,1,6,482.0
dish_1566849987,562.969971,540,16.635,20.534,80.740997,"olives, carrot, chicken, cherry tomatoes, onions","carrot, cherry tomatoes, chicken, olives, onions","diced roasted chicken breast
cherry tomatoes
shredded carrot
thinly sliced red onion",diced roasted chicken breast: 24122131; cherry tomatoes: 74101000; shredded carrot: 73101010; thinly sliced red onion: 75117020,"diced roasted chicken breast: unknown
cherry tomatoes: 6 cherry
shredded carrot: 0.5 regular carrot
thinly sliced red onion: 1 slice","{'diced roasted chicken breast': nan, 'cherry tomatoes': 102.0, 'shredded carrot': 30.0, 'thinly sliced red onion': 15.0}",38.4,1.2444,8.2638,0.4002,0,1,4,147.0
dish_1560367980,421.465118,254,21.106911,47.243912,25.664904,"asparagus, salt, onions, country rice, olive oil, green onions, pizza, spinach (raw), fish, garlic","asparagus, country rice, fish, garlic, green onions, olive oil, onions, pizza, salt, spinach (raw)","raw spinach leaves
raw asparagus spears
baked pizza crust
tomato pizza sauce
melted mozzarella cheese",raw spinach leaves: 72125100; raw asparagus spears: 75100800; baked pizza crust: 58107050; tomato pizza sauce: 74404010; melted mozzarella cheese: 14107010,"raw spinach leaves: 1 cup
raw asparagus spears: 6 spear
baked pizza crust: 1 piece
tomato pizza sauce: 0.1 cup
melted mozzarella cheese: 0.25 cup, melted","{'raw spinach leaves': 25.0, 'raw asparagus spears': 96.0, 'baked pizza crust': 75.0, 'tomato pizza sauce': 26.0, 'melted mozzarella cheese': 61.0}",426.77,23.2581,32.3712,23.373999999999995,0,0,5,283.0
dish_1562688552,235.820007,304,8.75,30.278002,11.736,"grapes, roasted potatoes, watermelon, strawberries, chicken apple sausage","chicken apple sausage, grapes, roasted potatoes, strawberries, watermelon","red grapes
sliced strawberries
cooked cremini (baby bella) mushrooms
cubed mild cheddar cheese",red grapes: 63123000; sliced strawberries: 63223020; cooked cremini (baby bella) mushrooms: 75219011; cubed mild cheddar cheese: 14104100,"red grapes: 12 grape
sliced strawberries: 2.5 fruit
cooked cremini (baby bella) mushrooms: 5 whole
cubed mild cheddar cheese: 1 cubic inch","{'red grapes': 84.0, 'sliced strawberries': 45.0, 'cooked cremini (baby bella) mushrooms': 65.0, 'cubed mild cheddar cheese': 17.0}",168.59,7.2003,22.3998,6.2929,0,0,4,211.0
dish_1562181285,796.922119,324,57.774529,17.129475,51.892128,"flour, mustard, garlic, almonds, carrot, buttermilk, chicken, spinach (raw), blueberries, olive oil, lemon juice, parsley, vegetable oil, thyme, vinegar, salt, bacon","almonds, bacon, blueberries, buttermilk, carrot, chicken, flour, garlic, lemon juice, mustard, olive oil, parsley, salt, spinach (raw), thyme, vegetable oil, vinegar","deep-fried battered chicken pieces
shredded green cabbage
shredded carrot
creamy coleslaw dressing
baby spinach leaves
sliced almonds
red bell pepper slices
crispy bacon strips",deep-fried battered chicken pieces: 24198741; shredded green cabbage: 75103000; shredded carrot: 73101010; creamy coleslaw dressing: 83103000; baby spinach leaves: 72125100; sliced almonds: 42101130; red bell pepper slices: 75122200; crispy bacon strips: 22601000,"deep-fried battered chicken pieces: 3 tender, strip, or finger
shredded green cabbage: 0.25 cup
shredded carrot: 0.25 regular carrot
creamy coleslaw dressing: 1 tablespoon
baby spinach leaves: 1 cup
sliced almonds: unknown
red bell pepper slices: 0.25 regular
crispy bacon strips: 2 pieces","{'deep-fried battered chicken pieces': 150.0, 'shredded green cabbage': 22.5, 'shredded carrot': 15.0, 'creamy coleslaw dressing': 15.6, 'baby spinach leaves': 25.0, 'sliced almonds': nan, 'red bell pepper slices': 30.0, 'crispy bacon strips': 160.0}",1244.6490000000001,84.67160000000001,37.2429,82.75918,0,1,8,418.1
