FileName,PortionType,FoodCodeCommon,FC_Description,Portion,Multiplier,Rank,Link,GPTFoodDescription,GPTFoodCode,LabelAmount,LabelUnit,PortionShot,GPTPortionDescription,GPTPortionReason,GPTPortionAmount,GPTPortionAmountReason,PortionCode,PortionSubCode,BaseUnit,FoodCode,Portion weight (g),CalculatedWeight,CalculatedWeightGPT,Energy (kcal),Energy (kcal)_GPT,Protein (g),Protein (g)_GPT,Carbohydrate (g),Carbohydrate (g)_GPT,Total Fat (g),Total Fat (g)_GPT
072302357.png,largest,42501000,Trail mix with nuts and fruit,1 cup,1.0,538,https://asa24.nci.nih.gov/images/072302357.png,"Trail mix — a mixed nuts and dried-fruit snack.

Visible components include almonds, pecans and raisins (plus small dark pieces that may be chocolate or dried berries).",['42501000'],1.0,cup,"1 cup ,7/8 cup ,3/4 cup ,5/8 cup ,1/2 cup ,3/8 cup ,1/4 cup ,1/8 cup",1/2 cup,,0.75,,,,cup,42501000.0,140.0,140.0,105.0,632.8000000000001,474.6,15.26,11.445,71.568,53.675999999999995,37.436,28.076999999999998
090402162.png,largest,58104120,"Nachos, cheese only",2 cups,2.0,539,https://asa24.nci.nih.gov/images/090402162.png,Nachos — tortilla chips topped with melted (nacho) cheese and seasoned ground meat.,['58104130'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 fast-food order ,1 nacho ,1 cup ,3/4 fast-food order ,3/4 cup ,1/2 fast-food order ,1/2 cup ,1/4 fast-food order ,1/4 cup",1 fast-food order,,1.5,,,,cup,58104120.0,135.0,270.0,202.5,715.5,536.625,12.311999999999998,9.234,74.95200000000001,56.214000000000006,42.147,31.61025
071108121.png,largest,63126500,"Kiwi fruit, raw",1 cup,1.0,541,https://asa24.nci.nih.gov/images/071108121.png,Sliced green kiwi fruit.,['63126500'],1.0,cup,"1 cup ,1 fruit ,7/8 cup ,3/4 cup ,3/4 fruit ,5/8 cup ,1/2 cup ,1/2 fruit ,3/8 cup ,1/4 cup ,1/4 fruit ,1/8 cup",1 cup,,,,10205.0,0.0,cup,63126500.0,180.0,180.0,,115.2,,1.9080000000000001,,25.2,,0.792,
052008128.png,largest,41208030,Pork and beans,3/8 cup,2.0,544,https://asa24.nci.nih.gov/images/052008128.png,Baked beans — beans (likely navy/haricot or similar) in a tomato-based sauce.,['41201010'],0.375,cup,"3/8 cup ,1/4 cup ,1 cup ,1/2 cup ,1/8 cup ,5/8 cup ,1/2 cup ,3/4 cup",1 cup,,1.5,,10205.0,0.0,cup,41208030.0,260.0,97.5,390.0,102.375,409.5,4.406999999999999,17.627999999999997,21.030749999999998,84.12299999999999,0.86775,3.471
080602155.png,largest,41102020,"Black beans, from dried, no added fat",2 cups,2.0,546,https://asa24.nci.nih.gov/images/080602155.png,Roasted whole coffee beans.,['92100500'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1 cup,,1.5,,,,cup,41102020.0,180.0,360.0,270.0,471.6,353.7,31.716000000000005,23.787000000000003,84.852,63.638999999999996,1.9440000000000002,1.4580000000000002
050908437.png,largest,12210430,"Coffee creamer, powder, fat free",1 packet,1.0,560,https://asa24.nci.nih.gov/images/050908437.png,Packaged caramel custard (crème caramel / flan) — a single‑serve caramel pudding.,['13210350'],1.0,packet,"1 packet ,2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon",1 packet,,1,,,,packet,12210430.0,3.0,3.0,3.0,12.93,12.93,0.056999999999999995,0.056999999999999995,2.2020000000000004,2.2020000000000004,0.471,0.471
080802154.png,largest,41205010,Refried beans,2 cups,2.0,564,https://asa24.nci.nih.gov/images/080802154.png,Pulled pork — shredded pork in a reddish barbecue-style sauce.,['27120030'],2.0,cup,"2 cups ,2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1-1/4 cups ,1 cup ,1 cup ,1 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1/4 cup ,1/4 cup ,1/4 cup",1 cup,,1,,10205.0,0.0,cup,41205010.0,260.0,520.0,260.0,468.0,234.0,25.896000000000004,12.948000000000002,70.46000000000001,35.230000000000004,10.451999999999998,5.225999999999999
050908437.png,largest,12210420,"Coffee creamer, powder, flavored",1 packet,1.0,569,https://asa24.nci.nih.gov/images/050908437.png,A pancake — looks like a packaged/ready-to-eat pancake (classic plain pancake).,['55100010'],1.0,packet,"1 packet ,2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon",1 packet,,1,,,,packet,12210420.0,3.0,3.0,3.0,14.46,14.46,0.0204,0.0204,2.2626,2.2626,0.6441,0.6441
081302135.png,largest,71101000,"Potato, baked, peel not eaten",2 cups,2.0,581,https://asa24.nci.nih.gov/images/081302135.png,Mashed sweet potatoes (sweet potato purée/mash).,['73409000'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,1 potato ,1 potato ,1 potato ,1 potato ,1 potato ,3/4 potato ,1 potato ,3/4 potato ,3/4 potato ,3/4 cup ,1/2 potato ,1/2 potato ,1/2 cup ,1 potato ,1/2 potato ,1/4 potato ,1/4 potato ,1 potato ,1/4 cup ,1/4 potato ,1 potato",1 cup,,1,,,,cup,71101000.0,130.0,260.0,130.0,241.8,120.9,5.07,2.535,55.77,27.885,0.26,0.13
080602508.png,largest,75205021,"Green beans, fresh, cooked, no added fat",2 cups,2.0,582,https://asa24.nci.nih.gov/images/080602508.png,Green beans — specifically thin French-style green beans (haricots verts).,['75205021'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,6 pieces ,1/2 cup ,5 pieces ,4 pieces ,3 pieces ,1/4 cup ,2 pieces ,1 piece",1 cup,,1,,,,cup,75205021.0,140.0,280.0,140.0,89.60000000000001,44.800000000000004,5.32,2.66,20.272000000000002,10.136000000000001,0.644,0.322
100708124.png,largest,14201010,"Cheese, cottage, creamed, large or small curd",2 cups,2.0,583,https://asa24.nci.nih.gov/images/100708124.png,Cottage cheese — a fresh curd (small‑curd) cheese.,['14201010'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1/2 cup,,0.75,,10205.0,0.0,cup,14201010.0,210.0,420.0,157.5,411.6,154.35,46.704,17.514,14.196,5.3235,18.06,6.7725
050908437.png,largest,12210505,"Coffee creamer,powder, sugar free, flavored",1 packet,1.0,584,https://asa24.nci.nih.gov/images/050908437.png,Packaged pancakes — looks like a ready-to-eat/frozen pancake product.,['55100010'],1.0,packet,"1 packet ,2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon",1 packet,,1,,,,packet,12210505.0,3.0,3.0,3.0,15.870000000000001,15.870000000000001,0.0744,0.0744,1.7787000000000002,1.7787000000000002,0.9876,0.9876
091002109.png,largest,41420010,Soybean curd,2 cups,2.0,589,https://asa24.nci.nih.gov/images/091002109.png,Diced/cubed cooked ham (small ham cubes).,['25230210'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 piece ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1 cup,,2,,10207.0,0.0,cup,41420010.0,248.0,496.0,496.0,302.56,302.56,35.5632,35.5632,5.8528,5.8528,18.302400000000002,18.302400000000002
051911113.png,largest,51401010,"Bread, rye",1 slice,1.0,597,https://asa24.nci.nih.gov/images/051911113.png,A single slice of toasted bread (toast).,['51000110'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,62308.0,0.0,slice,51401010.0,10.0,10.0,10.0,25.900000000000002,25.900000000000002,0.85,0.85,4.83,4.83,0.33,0.33
051911113.png,largest,51401010,"Bread, rye",1 slice,1.0,597,https://asa24.nci.nih.gov/images/051911113.png,A single slice of toasted bread (toast).,['51000110'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,90000.0,0.0,slice,51401010.0,10.0,10.0,10.0,25.900000000000002,25.900000000000002,0.85,0.85,4.83,4.83,0.33,0.33
070909409.png,largest,83205450,"Italian dressing, light",6 tablespoons,6.0,603,https://asa24.nci.nih.gov/images/070909409.png,Bite-sized egg custards (creme caramel/egg-custard style) served in porcelain tasting spoons.,['13210350'],6.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon ,1 packet ,2 teaspoons ,1 teaspoon",6 tablespoons,,8,,,,tablespoon,83205450.0,14.0,84.0,112.0,85.68,114.24000000000001,0.3276,0.4368,8.3916,11.1888,5.6112,7.4816
101309133.png,largest,75115000,"Mushrooms, raw",2 cups,2.0,604,https://asa24.nci.nih.gov/images/101309133.png,Sliced raw mushrooms — likely white button mushrooms (Agaricus bisporus).,['75115000'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 slice ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 cup ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,3/4 whole vegetable ,3/4 whole vegetable ,1 whole vegetable ,3/4 whole vegetable ,3/4 cup ,1/2 whole vegetable ,1 whole vegetable ,1/2 whole vegetable ,1/2 whole vegetable ,1/2 cup ,1 whole vegetable ,1 whole vegetable ,1/4 whole vegetable ,1/4 whole vegetable ,1 whole vegetable ,1/4 cup ,1/4 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable",1 cup,,2,,10010.0,0.0,cup,75115000.0,70.0,140.0,140.0,43.4,43.4,4.0600000000000005,4.0600000000000005,5.781999999999999,5.781999999999999,0.49,0.49
050509119.png,largest,51300050,"Bread, whole grain white",1 slice,1.0,605,https://asa24.nci.nih.gov/images/050509119.png,A single slice of plain white sandwich bread (untoasted) on a plate.,['51101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,62308.0,0.0,slice,51300050.0,10.0,10.0,10.0,23.8,23.8,1.066,1.066,4.391,4.391,0.215,0.215
050509119.png,largest,51300050,"Bread, whole grain white",1 slice,1.0,605,https://asa24.nci.nih.gov/images/050509119.png,A single slice of plain white sandwich bread (untoasted) on a plate.,['51101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,90000.0,0.0,slice,51300050.0,10.0,10.0,10.0,23.8,23.8,1.066,1.066,4.391,4.391,0.215,0.215
080802240.png,largest,73102211,"Carrots, fresh, cooked, no added fat",2 cups,2.0,616,https://asa24.nci.nih.gov/images/080802240.png,Crinkle-cut carrot slices (carrot coins).,['73101010'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 carrot ,1 carrot ,1 whole vegetable ,1 slice ,1 cup ,1 whole vegetable ,1 carrot ,1 whole vegetable ,3/4 whole vegetable ,1 whole vegetable ,3/4 cup ,3/4 whole vegetable ,3/4 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 carrot ,1/2 whole vegetable ,1/2 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1/2 cup ,1/2 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1/4 cup ,1 whole vegetable ,1 whole vegetable ,1/4 whole vegetable ,1/4 whole vegetable ,1/4 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable",1 cup,,1,,,,cup,73102211.0,155.0,310.0,155.0,133.3,66.65,3.007,1.5035,30.845000000000002,15.422500000000001,0.775,0.3875
052008128.png,largest,41201010,Baked beans,3/8 cup,2.0,624,https://asa24.nci.nih.gov/images/052008128.png,Baked beans — haricot/navy-style beans in a tomato-based (canned-style) sauce.,['41201010'],0.375,cup,"3/8 cup ,1/4 cup ,1 cup ,1/2 cup ,1/8 cup ,5/8 cup ,1/2 cup ,3/4 cup",1 cup,,1.5,,,,cup,41201010.0,260.0,97.5,390.0,102.375,409.5,4.406999999999999,17.627999999999997,21.030749999999998,84.12299999999999,0.86775,3.471
080602545.png,largest,75122200,"Pepper, sweet, red, raw",2 cups,2.0,627,https://asa24.nci.nih.gov/images/080602545.png,"Diced red bell pepper (sweet red pepper), raw and uniformly chopped.",['75122200'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 slice ,1 medium ,1 medium ,1 whole vegetable ,1 medium ,1 whole vegetable ,1 whole vegetable ,3/4 pepper ,3/4 pepper ,1 whole vegetable ,3/4 cup ,3/4 pepper ,4/8 pepper ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1/2 cup ,4/8 pepper ,4/8 pepper ,1 whole vegetable ,1/4 pepper ,1/4 pepper ,1 whole vegetable ,1/4 pepper ,1/4 cup ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable ,1 whole vegetable",1 cup,,1,,10010.0,0.0,cup,75122200.0,150.0,300.0,150.0,78.0,39.0,2.97,1.485,18.09,9.045,0.9,0.45
050610118.png,largest,58131323,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",3 cups,3.0,632,https://asa24.nci.nih.gov/images/050610118.png,Ravioli (stuffed pasta) served with a tomato-based (marinara) sauce.,['58131110'],3.0,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,1 piece ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1 cup,,1,,,,cup,58131323.0,251.0,753.0,251.0,730.41,243.47,24.3972,8.1324,99.8478,33.282599999999995,25.677300000000002,8.5591
080802123.png,largest,75216120,"Corn, not specified subcategory as to form, cooked",2 cups,2.0,634,https://asa24.nci.nih.gov/images/080802123.png,Split red lentils (masoor dal).,['41305050'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1/4 ear ,1 ear ,1 ear ,1 ear ,1 ear ,1 ear ,1 ear ,1 ear ,1/4 ear ,1 ear ,1 ear ,1 ear ,1 ear ,1 cup ,1 ear ,1/4 ear ,1 ear ,1 ear ,1 ear ,3/4 ear ,3/4 ear ,3/4 ear ,3/4 cup ,1/2 cup ,1 ear ,1 ear ,1/4 ear ,1 ear ,1/2 ear ,1 ear ,1/2 ear ,1/2 ear ,1/4 cup ,1 ear ,1 ear ,1/4 ear ,1/4 ear ,1/4 ear ,1 ear ,1 ear ,1 ear ,1 ear",1 cup,,1,,,,cup,75216120.0,170.0,340.0,170.0,299.2,149.6,7.582000000000001,3.7910000000000004,47.362,23.681,12.716000000000001,6.3580000000000005
122909128.png,largest,11411200,"Yogurt, low fat milk, plain",3 cups,3.0,635,https://asa24.nci.nih.gov/images/122909128.png,Thick plain yogurt — Greek-style (strained) yogurt.,['11411390'],3.0,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,16 ounces ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1 cup,,1,,,,cup,11411200.0,245.0,735.0,245.0,463.05,154.35,38.5875,12.8625,51.744,17.248,11.3925,3.7975
082509105.png,largest,13120790,"Ice cream cone, vanilla, prepackaged",1 cone,1.0,640,https://asa24.nci.nih.gov/images/082509105.png,"Chocolate ice cream in a wafer cone, topped with chopped nuts.",['13120792'],1.0,cone,"1 cone ,3/4 cone ,1/2 cone ,1/4 cone",1 cone,,1,,,,cone,13120790.0,95.0,95.0,95.0,336.3,336.3,4.9495,4.9495,32.661,32.661,20.785999999999998,20.785999999999998
122909128.png,largest,11411100,"Yogurt, whole milk, plain",3 cups,3.0,644,https://asa24.nci.nih.gov/images/122909128.png,Thick plain yogurt — likely Greek-style (strained) yogurt.,['11411390'],3.0,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,18 ounces ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1 cup,,1,,,,cup,11411100.0,245.0,735.0,245.0,448.35,149.45000000000002,25.504500000000004,8.501500000000002,34.251,11.417,23.8875,7.9625
113096.png,largest,83100100,"Salad dressing, not further specified subcategory assigned, for salads",6 tablespoons,6.0,647,https://asa24.nci.nih.gov/images/113096.png,Measuring spoons filled with a light beige dry powder — most consistent with all-purpose (wheat) flour.,['56207016'],6.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 packet ,1 tablespoon ,2 teaspoons ,1 teaspoon",6 tablespoons,,6,,,,tablespoon,83100100.0,15.6,93.6,93.6,402.48,402.48,1.23552,1.23552,5.5224,5.5224,41.68944,41.68944
031809117.png,largest,41810250,Bacon bits,4 tablespoons,4.0,651,https://asa24.nci.nih.gov/images/031809117.png,Small red fish roe — likely tobiko (flying-fish roe) or similar small sushi roe (masago).,['26211100'],4.0,tablespoon,"4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon",4 tablespoons,,4,,,,tablespoon,41810250.0,7.0,28.0,28.0,133.28,133.28,8.96,8.96,8.008000000000001,8.008000000000001,7.252,7.252
052208112.png,largest,71201050,"Potato chips, reduced fat",10 chips,10.0,658,https://asa24.nci.nih.gov/images/052208112.png,"Potato chips (plain/salted) — thinly sliced potatoes, fried or baked crisp and lightly salted.",['71200100'],10.0,chip,"10 chips ,10 chips ,10 chips ,5 chips ,5 chips ,5 chips ,3 cups ,3 cups ,3 cups ,2-1/2 cups ,2-1/2 cups ,2-1/2 cups ,2 cups ,2 cups ,2 cups ,1-1/2 cups, regular cut ,1-1/2 cups, regular cut ,1-1/2 cups, ruffled ,1 cup ,1 bag ,1 bag ,1 cup ,1 cup ,1 bag ,1/2 cup ,1/2 cup ,1 bag ,1/2 cup",10 chips,,,,,,chip,71201050.0,2.0,20.0,,96.4,,1.406,,13.426,,4.118,
070909417.png,largest,83104000,French or Catalina dressing,6 tablespoons,6.0,668,https://asa24.nci.nih.gov/images/070909417.png,Creamy (smooth) peanut butter.,['42202000'],6.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon ,1 packet ,2 teaspoons ,1 teaspoon",6 tablespoons,,8,,,,tablespoon,83104000.0,15.6,93.6,124.8,392.18399999999997,522.912,0.8143199999999999,1.08576,17.58744,23.44992,36.56952,48.75936
