dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients
dish_1564761488,327.986023,336,8.358,40.558998,21.735001,"turkey bacon, egg whites, fried rice, honeydew melons","egg whites, fried rice, honeydew melons, turkey bacon"
dish_1562956510,221.167068,199,12.196038,8.990719,21.758215,"pork, tofu, pepper, white rice, bok choy, garlic, soy sauce, salt, sugar","bok choy, garlic, pepper, pork, salt, soy sauce, sugar, tofu, white rice"
dish_1567110556,127.107117,150,10.841025,7.109585,2.239599,"cherry tomatoes, salt, pepper, vinegar, green beans, onions, cucumbers, olive oil, mixed greens, lettuce, lime","cherry tomatoes, cucumbers, green beans, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, vinegar"
dish_1564516760,442.728943,329,19.221478,11.774262,52.757278,"eggplant, spinach (cooked), olive oil, carrot, shallots, garlic, wine, mushroom, lemon juice, chicken thighs, squash, quinoa, pepper, salt","carrot, chicken thighs, eggplant, garlic, lemon juice, mushroom, olive oil, pepper, quinoa, salt, shallots, spinach (cooked), squash, wine"
dish_1558724799,142.669998,352,1.007,34.330002,4.593,"cauliflower, apple, broccoli","apple, broccoli, cauliflower"
dish_1568666263,93.400002,348,0.852,19.77,7.172,"lettuce, broccoli, artichokes","artichokes, broccoli, lettuce"
dish_1561575192,122.989189,236,8.137642,11.167095,4.637902,"walnuts, salt, mustard, olive oil, arugula, vinegar, chard, blueberries, pepper, cauliflower","arugula, blueberries, cauliflower, chard, mustard, olive oil, pepper, salt, vinegar, walnuts"
dish_1562776465,173.432449,212,4.405418,31.491592,3.634132,"salt, pepper, sweet potato, olive oil, brussels sprouts","brussels sprouts, olive oil, pepper, salt, sweet potato"
dish_1559846334,126.172005,233,0.329,32.792,1.572,"pears, broccoli","broccoli, pears"
dish_1560370833,177.003006,99,5.913,27.525,4.287,"ice cream cones, frozen yogurt","frozen yogurt, ice cream cones"
dish_1559678405,552.346069,386,37.108223,14.894657,39.692425,"bok choy, garlic, vinegar, onions, shallots, olive oil, mustard, tomatoes, mustard greens, salt, cucumbers, beef, spinach (raw), broccoli, spinach (cooked), millet","beef, bok choy, broccoli, cucumbers, garlic, millet, mustard, mustard greens, olive oil, onions, salt, shallots, spinach (cooked), spinach (raw), tomatoes, vinegar"
dish_1562788536,245.132004,190,6.61,44.751999,5.398,"pilaf, corn on the cob","corn on the cob, pilaf"
dish_1565208611,73.669174,157,2.763648,9.719893,5.120261,"pepper, olive oil, brussels sprouts, caesar salad, salt","brussels sprouts, caesar salad, olive oil, pepper, salt"
dish_1565194781,351.405518,568,4.66172,31.547619,39.603123,"sweet potato, salt, pepper, olive oil, carrot, egg whites","carrot, egg whites, olive oil, pepper, salt, sweet potato"
dish_1560801859,428.704285,262,20.070465,33.458454,28.334389,"squash, onions, pepperoni pizza, arugula, parsley, garlic, white rice, cauliflower, rosemary, salt, zucchini, pork, olive oil","arugula, cauliflower, garlic, olive oil, onions, parsley, pepperoni pizza, pork, rosemary, salt, squash, white rice, zucchini"
dish_1575997268,0,136,0,0,0,"scrambled eggs, berries, grapes, salsa","berries, grapes, salsa, scrambled eggs"
dish_1559843185,64.349998,161,0.514,15.219999,1.707,"strawberries, mandarin oranges, broccoli","broccoli, mandarin oranges, strawberries"
dish_1558028194,228.050003,172,11.903999,18.01,12.218,"bacon, deprecated, potatoes","bacon, deprecated, potatoes"
dish_1563389719,529.817993,457,29.358,21.484001,46.358997,"cherry tomatoes, carrot, grilled chicken, onions","carrot, cherry tomatoes, grilled chicken, onions"
dish_1562172600,263.599976,370,6.02,16.43,30.68,"egg whites, roasted potatoes","egg whites, roasted potatoes"
dish_1562775275,173.680008,318,2.352,35.919998,4.636,"cantaloupe, oatmeal, berries","berries, cantaloupe, oatmeal"
dish_1561662054,419.438782,292,23.838249,26.351543,25.910593,"pepper, white rice, mixed greens, garlic, soy sauce, millet, lemon juice, bok choy, olive oil, onions, vinegar, green beans, pork, apple, sugar, salt, parsley","apple, bok choy, garlic, green beans, lemon juice, millet, mixed greens, olive oil, onions, parsley, pepper, pork, salt, soy sauce, sugar, vinegar, white rice"
dish_1562611878,286.894592,311,16.6621,28.178411,9.673808,"chickpeas, parsley, salt, broccoli, olive oil, mustard greens, squash, arugula, vinegar, pepper","arugula, broccoli, chickpeas, mustard greens, olive oil, parsley, pepper, salt, squash, vinegar"
dish_1565640227,334.619995,165,13.427999,40.380001,14.4,"bell peppers, pepperoni pizza","bell peppers, pepperoni pizza"
dish_1562614895,51.799999,148,0.592,10.36,3.552,broccoli,broccoli
dish_1561480439,155.161987,189,4.895,24.115999,5.747,"turkey bacon, pineapple, berries","berries, pineapple, turkey bacon"
dish_1559843222,111.269997,229,0.65,27.460001,2.183,"grapes, broccoli, mandarin oranges, strawberries","broccoli, grapes, mandarin oranges, strawberries"
dish_1562603842,594.2453,237,38.460644,60.725197,6.708,"mixed greens, hash browns, raspberries, blackberries, vinaigrette, granola","blackberries, granola, hash browns, mixed greens, raspberries, vinaigrette"
dish_1563997386,215.884918,238,15.762681,18.095463,4.212677,"blueberries, vinegar, spinach (raw), pepper, salt, carrot, olive oil, almonds, parsley, mustard","almonds, blueberries, carrot, mustard, olive oil, parsley, pepper, salt, spinach (raw), vinegar"
dish_1565711326,296.092896,285,10.290755,49.627357,3.009226,"yam, cantaloupe, sweet potato, grapes, olive oil","cantaloupe, grapes, olive oil, sweet potato, yam"
dish_1560539396,384.044525,417,27.839884,36.360641,25.778503,"fish, quinoa, garlic, pepper, onions, arugula, caesar salad, carrot, olive oil, cilantro, lemon juice, jalapenos, roasted potatoes, salt, tomatillo","arugula, caesar salad, carrot, cilantro, fish, garlic, jalapenos, lemon juice, olive oil, onions, pepper, quinoa, roasted potatoes, salt, tomatillo"
dish_1565203094,898.019653,485,27.678381,37.98381,116.735558,"rosemary, parsley, garlic, chicken, pizza, salt, chive, lemon juice, chard, basil, olive oil, brown rice","basil, brown rice, chard, chicken, chive, garlic, lemon juice, olive oil, parsley, pizza, rosemary, salt"
dish_1562702007,24.784069,100,0.871068,3.561408,0.892431,"cherry tomatoes, olive oil, squash, salt","cherry tomatoes, olive oil, salt, squash"
dish_1564686740,399.804565,221,21.22847,40.114349,13.19951,"olive oil, olives, pepper, cherry tomatoes, lettuce, cheese pizza, mixed greens, lime, salt, vinegar, onions, cucumbers","cheese pizza, cherry tomatoes, cucumbers, lettuce, lime, mixed greens, olive oil, olives, onions, pepper, salt, vinegar"
dish_1563391681,154.317169,143,16.664272,5.759966,16.284445,"fish, blueberries, vinegar, arugula, chard, onions, pecans, olive oil, garlic, cilantro, salt, quinoa, pepper, tomatillo, jalapenos, lemon juice, mustard","arugula, blueberries, chard, cilantro, fish, garlic, jalapenos, lemon juice, mustard, olive oil, onions, pecans, pepper, quinoa, salt, tomatillo, vinegar"
dish_1558549806,781.958008,203,58.674999,48.146,28.747002,"almonds, white rice, spinach (raw)","almonds, spinach (raw), white rice"
dish_1564518850,194.326996,119,7.021,29.155001,4.879,frozen yogurt,frozen yogurt
dish_1558457665,273.204987,325,11.987,24.532001,16.386999,"cantaloupe, sweet potato, eggs, cauliflower","cantaloupe, cauliflower, eggs, sweet potato"
dish_1558721434,99.900002,350,0.778,22.713001,3.759,"cherry tomatoes, carrot, cauliflower, cantaloupe","cantaloupe, carrot, cauliflower, cherry tomatoes"
dish_1560370804,25.134001,6,0.426,4.74,0.474,ice cream cones,ice cream cones
dish_1565107092,313.440002,444,10.176,3.882,44.400002,"scrambled eggs, egg whites","egg whites, scrambled eggs"
dish_1558721636,163.069992,299,2.578,35.818001,4.616,"carrot, corn on the cob, cantaloupe, cherry tomatoes","cantaloupe, carrot, cherry tomatoes, corn on the cob"
dish_1572379407,0,124,0,0,0,chili,chili
dish_1558722780,142.838989,367,1.872,31.532999,4.845,"cauliflower, carrot, corn on the cob, cantaloupe, cherry tomatoes","cantaloupe, carrot, cauliflower, cherry tomatoes, corn on the cob"
dish_1561661347,50.669998,132,1.632,7.215,3.426,"green beans, caesar salad","caesar salad, green beans"
dish_1561661552,394.725677,325,11.388464,46.265839,25.610855,"garlic, soy sauce, salt, bok choy, cucumbers, pork, broccoli, pepper, white rice, sugar","bok choy, broccoli, cucumbers, garlic, pepper, pork, salt, soy sauce, sugar, white rice"
dish_1561576257,180.87999,134,10.321,20.493,2.411,"olives, roasted potatoes","olives, roasted potatoes"
dish_1567789230,689.428406,300,56.708199,9.1372,34.373402,"radishes, bell peppers, olive oil, garlic, mustard, vinegar, cucumbers, sausage, scrambled eggs, salt","bell peppers, cucumbers, garlic, mustard, olive oil, radishes, salt, sausage, scrambled eggs, vinegar"
dish_1563219056,416.869659,258,21.949057,21.629845,32.360081,"white rice, olives, pepperoni pizza, arugula, cherry tomatoes, pork, rosemary, parsley, onions, zucchini, olive oil, salt, celery, garlic","arugula, celery, cherry tomatoes, garlic, olive oil, olives, onions, parsley, pepperoni pizza, pork, rosemary, salt, white rice, zucchini"
dish_1562691737,485.67688,700,11.722251,70.597321,27.926394,"chia seeds, broccoli, egg whites, yam, chicken apple sausage, sweet potato, watermelon, pineapple, greek yogurt, milk, olive oil","broccoli, chia seeds, chicken apple sausage, egg whites, greek yogurt, milk, olive oil, pineapple, sweet potato, watermelon, yam"
dish_1564774805,621.091003,353,41.685188,15.256662,44.937073,"cherry tomatoes, pepper, mayonnaise, olive oil, lemon juice, parsley, chive, shallots, broccoli, salmon, pickles, arugula, lentils, kale, salt, garlic","arugula, broccoli, cherry tomatoes, chive, garlic, kale, lemon juice, lentils, mayonnaise, olive oil, parsley, pepper, pickles, salmon, salt, shallots"
dish_1563222800,302.318085,146,11.604419,17.928291,30.328045,"chicken breast, cherry tomatoes, pork, spinach (raw), pepperoni pizza, onions, zucchini, olive oil, parsley, white rice, wheat berry, parmesan cheese, arugula, rosemary, thyme, garlic, salt","arugula, cherry tomatoes, chicken breast, garlic, olive oil, onions, parmesan cheese, parsley, pepperoni pizza, pork, rosemary, salt, spinach (raw), thyme, wheat berry, white rice, zucchini"
dish_1563824279,58.599998,79,3.895,6.138,0.761,"onions, olives","olives, onions"
dish_1559233715,83.599998,110,0,19.800001,1.1,sweet potato,sweet potato
dish_1560887408,324.52002,122,11.834001,40.260002,13.42,pizza,pizza
dish_1563566725,241.313019,206,7.40534,39.206856,7.718408,"olive oil, olives, wild rice, wheat berry","olive oil, olives, wheat berry, wild rice"
dish_1566416339,77.979889,186,3.410321,11.653813,2.489692,"eggplant, green beans, salt, olive oil","eggplant, green beans, olive oil, salt"
dish_1563551006,357.669189,213,22.059999,29.586002,15.6948,"scrambled eggs, cheese, bacon, roasted potatoes, country rice","bacon, cheese, country rice, roasted potatoes, scrambled eggs"
dish_1562871363,245.872986,140,4.697,41.785004,7.775,"white rice, cheese pizza","cheese pizza, white rice"
dish_1560976044,124.670006,137,0.685,26.167,5.754,wheat berry,wheat berry
dish_1562007789,302.954895,322,6.650677,49.535133,12.64324,"garlic, caesar salad, shallots, brussels sprouts, thyme, olive oil, lemon juice, parsley, pepper, arugula, salt, quinoa","arugula, brussels sprouts, caesar salad, garlic, lemon juice, olive oil, parsley, pepper, quinoa, salt, shallots, thyme"
dish_1561578373,164.49585,132,7.536766,17.891659,7.000702,"cheese pizza, bell peppers, caesar salad, lettuce, cucumbers, onions, feta cheese, olives, cherry tomatoes, vinaigrette","bell peppers, caesar salad, cheese pizza, cherry tomatoes, cucumbers, feta cheese, lettuce, olives, onions, vinaigrette"
dish_1566331828,349.583069,306,11.754175,20.38279,41.194607,"chicken, millet, pepper, spinach (raw), jalapenos, brussels sprouts, olive oil, onions, garlic, salt, tomatoes, bell peppers","bell peppers, brussels sprouts, chicken, garlic, jalapenos, millet, olive oil, onions, pepper, salt, spinach (raw), tomatoes"
dish_1566502271,296.816895,359,10.505252,13.685196,37.940281,"chard, parsley, chive, olive oil, carrot, caesar salad, garlic, salt, chicken, lemon juice, basil, brown rice, rosemary","basil, brown rice, caesar salad, carrot, chard, chicken, chive, garlic, lemon juice, olive oil, parsley, rosemary, salt"
dish_1561492182,250.165695,171,7.306371,40.08807,6.884981,"spinach (raw), vinegar, radishes, fried rice, garlic, salt, mustard, olive oil, blueberries","blueberries, fried rice, garlic, mustard, olive oil, radishes, salt, spinach (raw), vinegar"
dish_1563555563,398.220001,304,24.639,21.802,22.725,"scrambled eggs, pineapple, bacon","bacon, pineapple, scrambled eggs"
dish_1565034661,219.813263,146,15.149511,16.317738,6.132204,"lime, walnuts, mustard, olive oil, cucumbers, arugula, pepper, cherry tomatoes, lettuce, salt, mixed greens, onions, blueberries, vinegar, chard, cheese pizza","arugula, blueberries, chard, cheese pizza, cherry tomatoes, cucumbers, lettuce, lime, mixed greens, mustard, olive oil, onions, pepper, salt, vinegar, walnuts"
dish_1565378680,92.418648,81,2.752427,15.020389,3.302913,"olive oil, wheat berry","olive oil, wheat berry"
dish_1562168673,56.354836,73,2.270678,8.614903,1.229,"mixed greens, blackberries, raspberries, honeydew melons, vinaigrette, granola","blackberries, granola, honeydew melons, mixed greens, raspberries, vinaigrette"
dish_1562949242,139.558533,119,6.642195,14.655806,5.404878,"bacon, cantaloupe, olive oil, sweet potato","bacon, cantaloupe, olive oil, sweet potato"
dish_1566416421,313.741882,367,18.395054,36.646526,12.292887,"wheat berry, lemon juice, green beans, chard, fish, cherry tomatoes, garlic, roasted potatoes, shallots, chive, salt, parsley, olive oil, eggplant","chard, cherry tomatoes, chive, eggplant, fish, garlic, green beans, lemon juice, olive oil, parsley, roasted potatoes, salt, shallots, wheat berry"
dish_1564432165,246.028381,160,11.339486,29.141865,8.381219,"lime, mixed greens, cherry tomatoes, olive oil, vinegar, cucumbers, pepperoni pizza, onions, pineapple, pepper, salt, lettuce","cherry tomatoes, cucumbers, lettuce, lime, mixed greens, olive oil, onions, pepper, pepperoni pizza, pineapple, salt, vinegar"
dish_1565119464,504.065033,223,23.109737,44.41399,28.041883,"millet, apple, cheese pizza, salt, olive oil, onions, cranberries, mustard, vinegar, spinach (raw), spinach (cooked), beef, shallots, bok choy","apple, beef, bok choy, cheese pizza, cranberries, millet, mustard, olive oil, onions, salt, shallots, spinach (cooked), spinach (raw), vinegar"
dish_1562873544,193.61171,201,11.637623,18.182364,13.776482,"carrot, pepper, sour cream, arugula, nopales, salt, garlic, fish, jicama, corn, olive oil, parsley, chive, cheese pizza, lime, caesar salad","arugula, caesar salad, carrot, cheese pizza, chive, corn, fish, garlic, jicama, lime, nopales, olive oil, parsley, pepper, salt, sour cream"
dish_1564588889,234.494431,346,5.021447,22.387161,24.059095,"egg whites, blueberries, greek yogurt, chia seeds, milk","blueberries, chia seeds, egg whites, greek yogurt, milk"
dish_1559848929,189.292007,321,0.494,49.501999,1.697,"pears, grapes, mandarin oranges","grapes, mandarin oranges, pears"
dish_1559850338,307.117004,130,23.438,19.129,11.725,"almonds, orange, broccoli","almonds, broccoli, orange"
dish_1562613918,133.659988,207,6.603672,16.706305,4.750154,"apple, shallots, bulgur, salt, lemon juice, cranberries, mustard greens, olive oil, parsley, arugula, broccoli, squash, garlic","apple, arugula, broccoli, bulgur, cranberries, garlic, lemon juice, mustard greens, olive oil, parsley, salt, shallots, squash"
dish_1566844850,491.235168,345,25.456135,30.58173,35.928123,"cabbage, pepper, wheat berry, pork, mayonnaise, jalapenos, pepperoni pizza, parsley, olive oil, lemon juice, garlic, caesar salad, carrot, salt","cabbage, caesar salad, carrot, garlic, jalapenos, lemon juice, mayonnaise, olive oil, parsley, pepper, pepperoni pizza, pork, salt, wheat berry"
dish_1561663541,124.32,112,1.008,25.76,2.912,brown rice,brown rice
dish_1559674781,81.660004,203,0.229,20.610001,1.067,"grapes, honeydew melons","grapes, honeydew melons"
dish_1561576295,249.067139,232,16.084234,23.931339,4.035298,"onions, cucumbers, lettuce, bell peppers, roasted potatoes, olives, vinaigrette, cherry tomatoes, feta cheese","bell peppers, cherry tomatoes, cucumbers, feta cheese, lettuce, olives, onions, roasted potatoes, vinaigrette"
dish_1562012048,278.973877,248,5.299119,47.483944,10.388004,"quinoa, salt, arugula, parsley, thyme, lemon juice, olive oil, garlic, shallots","arugula, garlic, lemon juice, olive oil, parsley, quinoa, salt, shallots, thyme"
dish_1560368691,140.755188,112,11.999318,7.191059,2.918753,"carrot, lettuce, pumpkin seeds, salt, mustard, olive oil, vinegar, arugula, mixed greens","arugula, carrot, lettuce, mixed greens, mustard, olive oil, pumpkin seeds, salt, vinegar"
dish_1559589902,16.368,76,0.184,2.64,2.158,"mushroom, asparagus","asparagus, mushroom"
dish_1567024187,334.945831,235,12.615192,38.525391,16.733999,"quinoa, wine, lemon juice, olive oil, spinach (cooked), salt, cheese pizza, chayote squash, squash, chicken thighs, eggplant, zucchini, mushroom, roasted potatoes, garlic, shallots","chayote squash, cheese pizza, chicken thighs, eggplant, garlic, lemon juice, mushroom, olive oil, quinoa, roasted potatoes, salt, shallots, spinach (cooked), squash, wine, zucchini"
dish_1562871731,17.029999,131,0.262,2.882,1.965,bok choy,bok choy
dish_1562168800,237.524826,242,9.342677,36.314899,3.826,"roasted potatoes, mixed greens, berries, raspberries, honeydew melons, vinaigrette, granola, blackberries","berries, blackberries, granola, honeydew melons, mixed greens, raspberries, roasted potatoes, vinaigrette"
dish_1565896039,352.529205,384,14.546413,36.577454,20.687317,"bok choy, vinegar, salt, onions, kale, olive oil, quinoa, shallots, spinach (cooked), chard, green beans, beef, millet","beef, bok choy, chard, green beans, kale, millet, olive oil, onions, quinoa, salt, shallots, spinach (cooked), vinegar"
dish_1560453294,115.954453,138,2.781752,5.698969,16.2197,"kimchi, pepper, chicken, wheat berry, basil, garlic, thyme, salt, spinach (raw), squash, parsley, zucchini, lemon juice, rosemary, olive oil","basil, chicken, garlic, kimchi, lemon juice, olive oil, parsley, pepper, rosemary, salt, spinach (raw), squash, thyme, wheat berry, zucchini"
dish_1559841908,175.162018,304,0.471,45.571999,2.069,"grapes, broccoli, pears","broccoli, grapes, pears"
dish_1560455030,20.59,103,0.148,4.625,0.956,"cherry tomatoes, cucumbers, baby carrots","baby carrots, cherry tomatoes, cucumbers"
dish_1562170331,263.830017,400,5.293,54.537998,3.476,"watermelon, roasted potatoes, berries, pineapple","berries, pineapple, roasted potatoes, watermelon"
dish_1558630325,751.541992,269,58.078003,46.563999,27.081001,"apple, garden salad, almonds","almonds, apple, garden salad"
dish_1563216659,190.057999,173,5.090516,4.554782,29.822712,"garlic, cherry tomatoes, chicken breast, spinach (raw), parmesan cheese, wheat berry, squash, olive oil, thyme, salt","cherry tomatoes, chicken breast, garlic, olive oil, parmesan cheese, salt, spinach (raw), squash, thyme, wheat berry"
dish_1575997241,0,50,0,0,0,"berries, grapes","berries, grapes"
dish_1567537252,464.459564,303,25.214239,17.229736,39.963154,"pepper, white rice, kale, olive oil, soy sauce, chili, salt, vinegar, beef, onions, carrot, orange juice, garlic, broccoli, green onions","beef, broccoli, carrot, chili, garlic, green onions, kale, olive oil, onions, orange juice, pepper, salt, soy sauce, vinegar, white rice"
dish_1565894910,537.113037,179,21.353001,67.945007,18.191,"pizza, cheese pizza, cookies","cheese pizza, cookies, pizza"
dish_1563563317,345.84198,252,22.701002,8.312,28.483,"olives, grilled chicken, cherry tomatoes, carrot","carrot, cherry tomatoes, grilled chicken, olives"
dish_1562613285,111.744507,84,7.762758,9.66468,2.126515,"figs, apple, arugula, lemon juice, olive oil, mustard greens, salt, goat cheese","apple, arugula, figs, goat cheese, lemon juice, mustard greens, olive oil, salt"
dish_1563552016,493.589081,174,19.477127,69.953438,10.739063,"syrup, waffles","syrup, waffles"
dish_1573666680,0,125,0,0,0,"hash browns, bell peppers, spinach (raw), mushroom, eggs, salt","bell peppers, eggs, hash browns, mushroom, salt, spinach (raw)"
dish_1562699652,132.178085,103,5.578753,17.394974,3.568957,"garlic, salt, cucumbers, olive oil, onions, mustard, spinach (raw), brown rice, sun dried tomatoes, quinoa, vinegar","brown rice, cucumbers, garlic, mustard, olive oil, onions, quinoa, salt, spinach (raw), sun dried tomatoes, vinegar"
dish_1559845745,208.141998,322,0.322,51.121998,3.224,"pears, potatoes","pears, potatoes"
dish_1565119669,55.965,229,1.0305,10.842,3.2725,"kale, zucchini, chard, chayote squash","chard, chayote squash, kale, zucchini"
dish_1560443474,172.779999,317,0.725,43.25,1.993,"pineapple, berries","berries, pineapple"
dish_1561654756,256.980011,225,14.952001,15.3,15.216001,"scrambled eggs, sweet potato, brussels sprouts","brussels sprouts, scrambled eggs, sweet potato"
dish_1566317775,237.399994,410,4,47.183998,7.248,"oatmeal, blackberries, raspberries","blackberries, oatmeal, raspberries"
dish_1561492204,488.636322,334,15.686282,49.120712,37.193401,"olive oil, blueberries, onions, tomatoes, salt, fried rice, chicken, pepper, mustard, garlic, bell peppers, millet, jalapenos, spinach (raw), vinegar, radishes","bell peppers, blueberries, chicken, fried rice, garlic, jalapenos, millet, mustard, olive oil, onions, pepper, radishes, salt, spinach (raw), tomatoes, vinegar"
dish_1566931519,130.130005,182,10.101001,10.556,2.73,"mixed greens, olives","mixed greens, olives"
dish_1568048018,496.800018,287,36.139095,8.263098,34.610802,"turkey bacon, olive oil, scrambled eggs, broccoli","broccoli, olive oil, scrambled eggs, turkey bacon"
dish_1564691420,212.347305,226,13.716616,22.601648,4.469414,"mixed greens, lime, lettuce, salt, cucumbers, onions, olive oil, pepper, vinegar, corn on the cob, green beans, cherry tomatoes","cherry tomatoes, corn on the cob, cucumbers, green beans, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, vinegar"
dish_1566413510,751.383057,412,58.564003,17.134001,44.223,"spinach (raw), parmesan cheese, olive oil, chicken, avocado, olives, broccoli","avocado, broccoli, chicken, olive oil, olives, parmesan cheese, spinach (raw)"
dish_1566934401,435.902863,344,39.532818,26.532497,48.19104,"chive, white beans, onions, bell peppers, fish, artichokes, salt, cheese pizza, pepper, parsley, arugula, snow peas, olive oil, garlic, lime","artichokes, arugula, bell peppers, cheese pizza, chive, fish, garlic, lime, olive oil, onions, parsley, pepper, salt, snow peas, white beans"
dish_1565981802,99.754425,152,5.596065,6.631088,8.817584,"carrot, salt, tofu, pepper, olive oil","carrot, olive oil, pepper, salt, tofu"
dish_1566589967,381.661957,322,16.1381,13.400992,46.94825,"onions, olive oil, garlic, bell peppers, salt, tomatoes, pepper, millet, chicken, spinach (raw), jalapenos, tofu","bell peppers, chicken, garlic, jalapenos, millet, olive oil, onions, pepper, salt, spinach (raw), tofu, tomatoes"
dish_1572021506,0,193,0,0,0,"carrot, olive oil, fried rice, omelets, salt, greek yogurt","carrot, fried rice, greek yogurt, olive oil, omelets, salt"
dish_1565721855,479.034454,450,15.635769,23.092735,59.862839,"zucchini, chayote squash, spinach (raw), chicken, wheat berry, salt, parsley, roasted potatoes, shallots, garlic, thyme, olive oil, lemon juice","chayote squash, chicken, garlic, lemon juice, olive oil, parsley, roasted potatoes, salt, shallots, spinach (raw), thyme, wheat berry, zucchini"
dish_1562960520,422.399261,303,19.659971,31.715603,29.545202,"pork, pepper, white rice, garlic, caesar salad, roasted potatoes, sugar, salt, soy sauce, bok choy","bok choy, caesar salad, garlic, pepper, pork, roasted potatoes, salt, soy sauce, sugar, white rice"
dish_1565813386,113.880005,156,7.488,2.964,12.48,tofu,tofu
dish_1563304369,457.172119,326,16.765852,27.775938,47.262756,"garlic, parsley, kale, lemon juice, eggplant, parmesan cheese, shallots, roasted potatoes, salt, thyme, caesar dressing, olive oil, wheat berry, croutons, spinach (raw), chicken","caesar dressing, chicken, croutons, eggplant, garlic, kale, lemon juice, olive oil, parmesan cheese, parsley, roasted potatoes, salt, shallots, spinach (raw), thyme, wheat berry"
dish_1562875241,479.689514,275,16.303005,37.119999,44.287632,"chicken, pepper, squash, wheat berry, basil, olive oil, rosemary, pizza, salt, garlic, spinach (raw), thyme, parsley, zucchini, lemon juice, caesar salad","basil, caesar salad, chicken, garlic, lemon juice, olive oil, parsley, pepper, pizza, rosemary, salt, spinach (raw), squash, thyme, wheat berry, zucchini"
dish_1565207896,298.380798,383,18.03528,18.665737,24.572189,"apple, lemon juice, bulgur, salt, cranberries, olive oil, brussels sprouts, mustard greens, garlic, arugula, tofu, pepper, parsley, shallots","apple, arugula, brussels sprouts, bulgur, cranberries, garlic, lemon juice, mustard greens, olive oil, parsley, pepper, salt, shallots, tofu"
dish_1568666000,209.934982,197,7.829318,25.612118,10.612808,"cucumbers, lemon juice, parsley, pepper, salt, cheese pizza, caesar salad, garlic, tatsoi, kale","caesar salad, cheese pizza, cucumbers, garlic, kale, lemon juice, parsley, pepper, salt, tatsoi"
dish_1568048053,607.200073,356,43.039101,10.333097,44.270805,"chicken apple sausage, turkey bacon, scrambled eggs, olive oil, broccoli","broccoli, chicken apple sausage, olive oil, scrambled eggs, turkey bacon"
dish_1561145732,19.698,67,0.067,5.025,0.402,orange with peel,orange with peel
dish_1563464457,158.990005,163,7.518,16.837999,7.252,"watermelon, bacon, berries","bacon, berries, watermelon"
dish_1562875273,495.910278,306,17.108229,39.235752,44.831676,"caesar salad, pepper, spinach (raw), squash, wheat berry, rosemary, lemon juice, pizza, parsley, garlic, green beans, thyme, olive oil, basil, zucchini, salt, chicken","basil, caesar salad, chicken, garlic, green beans, lemon juice, olive oil, parsley, pepper, pizza, rosemary, salt, spinach (raw), squash, thyme, wheat berry, zucchini"
dish_1565640812,297.929993,234,5.363,13.052999,47.485001,"black beans, mixed greens, chicken","black beans, chicken, mixed greens"
dish_1563555605,537.809998,403,31.371,39.622002,24.804001,"scrambled eggs, pineapple, roasted potatoes, bacon","bacon, pineapple, roasted potatoes, scrambled eggs"
dish_1562783691,421.686005,423,23.877001,14.462999,40.517998,"mixed greens, grilled chicken","grilled chicken, mixed greens"
dish_1564686855,1030.160645,435,52.116467,85.930336,56.845505,"cucumbers, onions, brownies, chicken breast, cherry tomatoes, olives, salt, lettuce, cheese pizza, mixed greens, lime, pepper, olive oil, vinegar","brownies, cheese pizza, cherry tomatoes, chicken breast, cucumbers, lettuce, lime, mixed greens, olive oil, olives, onions, pepper, salt, vinegar"
dish_1560441288,165.200012,72,10.983,5.668,10.455,"bok choy, potatoes, bacon","bacon, bok choy, potatoes"
dish_1565799663,314.811707,591,2.991439,34.065559,34.432976,"berries, salsa, watermelon, egg whites, olive oil, sweet potato","berries, egg whites, olive oil, salsa, sweet potato, watermelon"
dish_1563913675,282.693146,228,12.514251,31.848915,12.170398,"spinach (raw), vinegar, chard, cherry tomatoes, cheese pizza, figs, salt, caesar salad, cucumbers, olive oil, mustard","caesar salad, chard, cheese pizza, cherry tomatoes, cucumbers, figs, mustard, olive oil, salt, spinach (raw), vinegar"
dish_1561661850,648.975952,264,25.375412,67.575478,35.485809,"sugar, salt, soy sauce, garlic, pizza, pork, white rice, bok choy, pepper","bok choy, garlic, pepper, pizza, pork, salt, soy sauce, sugar, white rice"
dish_1563477701,179.424591,150,7.053355,9.112096,19.491802,"cilantro, olive oil, onions, brussels sprouts, jalapenos, garlic, shallots, chili, salt, lime, lemon juice, spinach (raw), ginger, brown rice, pepper, salmon","brown rice, brussels sprouts, chili, cilantro, garlic, ginger, jalapenos, lemon juice, lime, olive oil, onions, pepper, salmon, salt, shallots, spinach (raw)"
dish_1560203424,451.753998,138,22.271999,50.211998,14.587999,"pepperoni pizza, brownies","brownies, pepperoni pizza"
dish_1568061174,232.553268,287,7.069138,34.983978,7.866788,"pineapple, squash, salt, cheese pizza, olive oil","cheese pizza, olive oil, pineapple, salt, squash"
dish_1566488956,280.888275,489,2.903561,22.376442,35.527023,"egg whites, olive oil, sweet potato, cantaloupe","cantaloupe, egg whites, olive oil, sweet potato"
dish_1572540238,0,236,0,0,0,"strawberries, scrambled eggs, sausage, roasted potatoes","roasted potatoes, sausage, scrambled eggs, strawberries"
